molecule_id,aop_oh_rate_constant,aop_oh_half_life_hours,aop_ozone_rate_constant,aop_ozone_half_life_hours
90723,1.371775e-10,0.9359999999999999,2.3375e-17,11.76
90727,1.656549e-10,0.78,2.1043749e-16,1.296
90729,7.99942e-11,1.608,7.39375e-17,3.7199999999999998
90733,2.362842e-10,0.54,1.27393753e-15,0.21599999999999997
90738,3.816638e-10,0.336,2.859375e-16,0.96
90741,2.645157e-10,0.48,0,NA
90744,3.348754e-10,0.3832833333333333,6.825e-17,4.029883333333333
90747,9.72502e-11,1.32,8.53125e-17,3.216
90748,2.034072e-10,0.636,0,NA
90755,5.13019e-11,2.496,0,NA
90763,9.7035e-11,1.32,0,NA
90764,3.524413e-10,0.36,9.79375e-17,2.8080000000000003
90765,1.209346e-10,1.061,2.1e-17,13.097
90769,2.87056e-10,0.44399999999999995,1.43e-15,0.192
90779,4.201425e-10,0.30000000000000004,7.39375e-17,3.7199999999999998
90787,8.87105e-11,1.452,0,NA
90788,7.1044700000000006e-11,1.8119999999999998,1.2e-17,22.919999999999998
90794,3.166838e-10,0.40800000000000003,5.6875e-17,4.824
90799,2.791641e-10,0.45599999999999996,1.2e-17,22.919999999999998
90800,2.482113e-10,0.516,1.3125e-17,20.951999999999998
91034,9.09401e-11,1.416,1.1375e-17,24.168
90811,6.51e-11,1.972,1.3e-16,2.116
90813,3.659089e-10,0.34800000000000003,1.72e-15,0.168
90819,4.20965e-11,3.048,1.3125e-17,20.951999999999998
90828,1.229281e-10,1.044,1.365e-16,2.016
90830,1.635076e-10,0.785,1.96875e-17,13.97
90834,2.931638e-10,0.43781666666666663,6.825e-17,4.029883333333333
90841,5.86825e-11,2.184,0,NA
90842,3.085111e-10,0.42000000000000004,9.8453125e-16,0.28800000000000003
90844,1.945606e-10,0.66,7.39375e-17,3.7199999999999998
91079,1.514734e-10,0.847,3.5272499e-16,0.78
90846,1.214549e-10,1.056,7.39375e-17,3.7199999999999998
90851,2.400216e-10,0.54,1.05e-16,2.616
90853,1.513536e-10,0.8519999999999999,0,NA
90857,5.989276e-10,0.21599999999999997,1.3774999e-16,1.992
90862,2.354484e-10,0.54,1.16639999e-15,0.24
90864,7.99717e-11,1.608,1.1375e-17,24.168
90871,2.08906e-11,6.144,0,NA
90879,6.404205e-10,0.20400000000000001,1.6932501e-16,1.6320000000000001
90881,1.390187e-10,0.923,5.6875e-18,48.36
90882,2.799321e-10,0.45599999999999996,6.824999e-17,4.032
90889,1.837283e-10,0.6960000000000001,4.8059372e-16,0.5760000000000001
90890,1.25424e-11,10.236,0,NA
90893,6.38347e-11,2.016,0,NA
90895,2.57632e-10,0.504,2.1e-17,13.104000000000001
90899,1.654893e-10,0.776,1.495195e-16,1.839
90901,1.272334e-10,1.008,0,NA
90903,9.26222e-11,1.3800000000000001,0,NA
90905,2.498298e-10,0.516,6.8875e-17,3.984
90907,4.46211e-11,2.88,0,NA
90922,3.108015e-10,0.40800000000000003,1.27393753e-15,0.21599999999999997
90923,2.815807e-10,0.45599999999999996,5.25e-16,0.528
90929,2.042368e-10,0.624,0,NA
90930,1.0699e-10,1.2000000000000002,1.1375e-17,24.168
90932,8.865e-13,144.792,0,NA
90933,3.67419e-11,3.492,0,NA
90935,2.864502e-10,0.44399999999999995,0,NA
90936,4.65413e-11,2.7600000000000002,1.16639999e-15,0.24
90937,2.54338e-10,0.504,5.25e-16,0.528
90942,7.88285e-11,1.6320000000000001,1.2e-17,22.919999999999998
90947,2.72883e-10,0.47035,1.3e-16,2.1156833333333336
90950,4.662215e-10,0.276,1.3796249e-16,1.992
90957,3.804185e-10,0.336,2.77899353e-15,0.096
90966,2.630492e-10,0.492,2.1e-16,1.32
90971,6.8816e-12,18.648,0,NA
90976,4.838828e-10,0.264,1.08445e-15,0.264
90977,2.69755e-10,0.48,1.365e-15,0.192
90979,6.7053e-12,19.14,0,NA
90984,3.257281e-10,0.39405,2.1875e-17,12.57325
90989,1.27696e-10,1.008,3.07125e-17,8.952
90990,2.392675e-10,0.536,3.15e-17,8.731
90993,1.404751e-10,0.9119999999999999,7.39375e-17,3.7199999999999998
90997,2.372011e-10,0.541,1.05e-17,26.183999999999997
91003,1.404751e-10,0.9119999999999999,7.39375e-17,3.7199999999999998
91005,2.384133e-10,0.54,0,NA
91012,1.997388e-10,0.648,1.8e-16,1.536
91013,2.426676e-10,0.529,3.15e-17,8.731
91022,3.284321e-10,0.396,7.39375e-17,3.7199999999999998
91030,2.920193e-10,0.44399999999999995,7.39375e-17,3.7199999999999998
91033,1.922043e-10,0.672,4.5337502e-16,0.6000000000000001
91037,3.001478e-10,0.43199999999999994,5.25e-16,0.528
91039,3.183402e-10,0.40318333333333334,8.443749e-17,3.2573166666666666
91046,2.969891e-10,0.43199999999999994,0,NA
91052,1.696991e-10,0.756,0,NA
91059,1.742958e-10,0.732,0,NA
91061,1.936403e-10,0.66,2.6324999e-16,1.056
91066,2.631454e-10,0.492,0,NA
91072,2.884179e-10,0.44399999999999995,0,NA
91077,3.369922e-10,0.384,3.5405499e-16,0.768
91089,1.315551e-10,0.972,4.4137501e-16,0.624
91092,2.908012e-10,0.44399999999999995,0,NA
91094,2.429854e-10,0.528,8.75e-18,31.44
91103,2.125532e-10,0.6000000000000001,7.39375e-17,3.7199999999999998
91107,2.534168e-10,0.504,7.0240623e-16,0.384
91110,4.227081e-10,0.30365000000000003,1.2599999e-16,2.18285
91116,3.283865e-10,0.396,0,NA
91127,3.814219e-10,0.336,1.265875e-16,2.184
91133,1.074427e-10,1.2000000000000002,8.59375e-17,3.192
91140,3.384933e-10,0.384,4.3e-16,0.648
91141,8.29618e-11,1.548,0,NA
91144,2.81582e-11,4.5600000000000005,0,NA
91146,1.83338e-10,0.6960000000000001,0,NA
91147,1.787578e-10,0.72,0,NA
91159,1.900537e-10,0.672,7.39375e-17,3.7199999999999998
91160,1.272176e-10,1.008,0,NA
91169,1.684328e-10,0.762,2.1875e-17,12.573
91170,1.41981e-11,9.036,0,NA
91171,2.893387e-10,0.44399999999999995,7.39375e-17,3.7199999999999998
91172,5.67967e-10,0.22799999999999998,1.21360001e-15,0.21599999999999997
91180,2.196331e-10,0.5880000000000001,0,NA
91181,1.504675e-10,0.8519999999999999,1.1375e-17,24.168
91183,2.263663e-10,0.5640000000000001,7.39375e-17,3.7199999999999998
91192,2.665599e-10,0.48,7.39375e-17,3.7199999999999998
91196,2.419099e-10,0.528,4.3e-16,0.648
91201,7.877354e-10,0.168,2.1234999e-16,1.296
92659,1.048968e-10,1.224,0,NA
91210,2.817189e-10,0.45599999999999996,0,NA
91212,4.748938e-10,0.276,9.8574997e-16,0.28800000000000003
91213,2.830294e-10,0.45599999999999996,7.39375e-17,3.7199999999999998
91220,4.245172e-10,0.30000000000000004,5.25e-16,0.528
91223,9.57391e-11,1.344,0,NA
91228,3.148546e-10,0.40800000000000003,5.25e-16,0.528
91229,5.484473e-10,0.23403333333333334,2.1e-17,13.097133333333334
91249,1.47743e-10,0.8639999999999999,0,NA
91251,2.592192e-10,0.492,0,NA
91253,1.508882e-10,0.8519999999999999,2.23375e-16,1.224
91257,7.579449e-10,0.168,5.1154999e-16,0.528
91262,8.88094e-11,1.44,0,NA
91264,3.334913e-10,0.38486666666666663,5.4599998e-16,0.5037333333333334
91275,2.805362e-10,0.45599999999999996,0,NA
146289,5.505e-13,233.16,0,NA
91284,3.102916e-10,0.40800000000000003,0,NA
91285,2.017792e-10,0.636,1.4787499e-16,1.8479999999999999
91286,3.548408e-10,0.36,1.2e-15,0.24
91287,4.768391e-10,0.26916666666666667,2.72337494e-15,0.10099999999999999
91288,1.371685e-10,0.9359999999999999,1.375e-17,19.991999999999997
91312,2.19674e-10,0.5880000000000001,3.696875e-16,0.744
91292,6.7133e-12,19.116,0,NA
91297,1.535269e-10,0.8400000000000001,0,NA
91298,1.047777e-10,1.224,0,NA
91299,6.85925e-11,1.8719999999999999,0,NA
93428,4.07122e-11,3.156,0,NA
91304,3.40612e-10,0.372,1.39118744e-15,0.192
91309,2.32757e-11,5.5200000000000005,0,NA
91311,2.50757e-10,0.516,9.1059372e-16,0.312
91313,3.301584e-10,0.384,7.39375e-17,3.7199999999999998
91316,3.284916e-10,0.396,2.1e-17,13.104000000000001
91320,5.9841e-12,21.444,0,NA
91323,4.068155e-10,0.312,0,NA
91325,1.3073e-12,98.184,0,NA
91327,2.300357e-10,0.552,0,NA
91333,1.27482e-10,1.008,7.39375e-17,3.7199999999999998
91339,1.51396e-10,0.8519999999999999,1.3125e-17,20.951999999999998
91345,4.91607e-11,2.616,0,NA
91348,1.796815e-10,0.72,0,NA
91399,6.03847e-11,2.1239999999999997,0,NA
91358,3.573392e-10,0.36,7.39375e-17,3.7199999999999998
91359,3.704599e-10,0.34800000000000003,7.39375e-17,3.7199999999999998
91360,1.354629e-10,0.948,0,NA
91362,4.70914e-11,2.724,0,NA
91371,2.494353e-10,0.516,0,NA
91377,3.977935e-10,0.324,7.39375e-17,3.7199999999999998
91381,1.870748e-10,0.684,4.8059372e-16,0.5760000000000001
91388,3.914652e-10,0.324,4.3e-16,0.648
91389,1.68882e-10,0.756,5.0393749e-16,0.552
91497,4.425074e-10,0.29005,1.2599999e-16,2.18285
91396,1.410241e-10,0.9119999999999999,7.39375e-17,3.7199999999999998
91400,8.69766e-11,1.476,1.3125e-17,20.951999999999998
91409,2.076519e-10,0.618,6.825e-17,4.03
91413,1.09526e-11,11.724,1.8375e-18,149.688
91418,3.607309e-10,0.35581666666666667,1.3875e-16,1.9822666666666668
91419,2.106805e-10,0.612,0,NA
91434,1.603166e-10,0.804,7.39375e-17,3.7199999999999998
91438,2.066292e-10,0.624,0,NA
91441,1.789293e-10,0.72,1.5924999e-16,1.7279999999999998
91447,9.84101e-11,1.308,4.3e-16,0.648
91448,3.788302e-10,0.336,0,NA
91450,6.244305e-10,0.20400000000000001,8.5753754e-16,0.312
91540,2.431843e-10,0.528,0,NA
91455,3.552042e-10,0.36,1.05e-16,2.616
91458,2.167209e-10,0.5880000000000001,4.9259373e-16,0.552
91459,1.754832e-10,0.732,4.8059372e-16,0.5760000000000001
91462,4.295493e-10,0.30000000000000004,7.39375e-17,3.7199999999999998
91466,3.315338e-10,0.384,1.453294434e-14,0.024
535698,1.987314e-10,0.648,8.6e-16,0.312
91474,2.100741e-10,0.612,4.3e-16,0.648
91476,4.87666e-11,2.628,0,NA
91484,2.499062e-10,0.516,8.59375e-17,3.192
91485,1.51317e-10,0.8519999999999999,7.39375e-17,3.7199999999999998
91486,2.247668e-10,0.5760000000000001,0,NA
91489,3.433864e-10,0.372,1.05e-16,2.616
91496,4.451095e-10,0.28836666666666666,5.0962498e-16,0.5396833333333333
91500,5.85478e-11,2.1959999999999997,0,NA
91502,2.37011e-11,5.412,2.275e-17,12.096
91516,1.818353e-10,0.708,1.6099998e-16,1.7039999999999997
91517,7.71983e-11,1.6680000000000001,0,NA
91521,2.56e-13,501.29999999999995,0,NA
91523,2.666547e-10,0.48,7.39375e-17,3.7199999999999998
91525,2.174544e-10,0.59,5.1443748e-16,0.535
91536,4.032403e-10,0.324,0,NA
91541,3.51905e-10,0.36473333333333335,8.443749e-17,3.2573166666666666
91549,3.678517e-10,0.34800000000000003,7.39375e-17,3.7199999999999998
91551,3.141896e-10,0.40800000000000003,0,NA
91564,4.083347e-10,0.312,0,NA
91592,1.387087e-10,0.9239999999999999,0,NA
91568,2.574742e-10,0.504,0,NA
91577,1.457309e-10,0.8759999999999999,1.1375e-17,24.168
91590,2.14433e-10,0.6000000000000001,1.1375e-17,24.168
91600,2.710051e-10,0.4736166666666667,2.0393749e-16,1.34865
91612,2.223727e-10,0.5760000000000001,7.39375e-17,3.7199999999999998
91614,2.099131e-10,0.612,7.39375e-17,3.7199999999999998
91615,3.125419e-10,0.40800000000000003,5.25e-16,0.528
91622,4.13802e-11,3.096,0,NA
91627,7.877354e-10,0.168,2.1234999e-16,1.296
91631,7.29602e-11,1.7639999999999998,0,NA
91633,2.851715e-10,0.45008333333333334,2.0393749e-16,1.34865
91635,5.484473e-10,0.23403333333333334,2.1e-17,13.097133333333334
91637,1.964334e-10,0.648,8.53125e-17,3.216
91639,2.800552e-10,0.45831666666666665,1.05e-17,26.183999999999997
91640,6.192485e-10,0.20400000000000001,6.2903648e-16,0.43199999999999994
91658,3.526145e-10,0.36,7.39375e-17,3.7199999999999998
91660,2.034072e-10,0.636,0,NA
91661,3.039116e-10,0.42000000000000004,5.42225e-16,0.504
91664,2.223727e-10,0.5760000000000001,7.39375e-17,3.7199999999999998
91666,1.44112e-10,0.891,1.3006e-16,2.115
91672,2.951076e-10,0.43199999999999994,3.696875e-16,0.744
91682,1.411456e-10,0.9119999999999999,1.1375e-17,24.168
91683,3.454342e-10,0.372,1.05e-16,2.616
91688,3.324169e-10,0.384,1.4957999e-16,1.8479999999999999
91689,2.865953e-10,0.44399999999999995,0,NA
91690,2.365105e-10,0.54,0,NA
91695,4.675505e-10,0.276,9.453125e-16,0.28800000000000003
91697,3.931285e-10,0.324,6.4199997e-16,0.43199999999999994
91703,1.234354e-10,1.044,0,NA
91717,2.439375e-10,0.528,4.3e-16,0.648
91719,4.3583e-11,2.94,0,NA
91729,2.459178e-10,0.516,7.0240623e-16,0.384
91730,4.068155e-10,0.312,0,NA
91732,8.60407e-11,1.492,1.535625e-17,17.911
91733,3.298387e-10,0.38913333333333333,1.2599999e-16,2.18285
91739,2.364059e-10,0.54,1.70625e-16,1.608
91741,1.621194e-10,0.792,1.8e-16,1.536
91746,5.21341e-11,2.46,0,NA
91748,2.548441e-10,0.504,0,NA
91749,4.675155e-10,0.276,4.3e-16,0.648
91753,1.00565e-10,1.276,5.7175e-18,48.096000000000004
91756,7.71189e-11,1.664,5.6875e-18,48.36
91763,2.500337e-10,0.516,7.39375e-17,3.7199999999999998
91771,7.20896e-11,1.7759999999999998,0,NA
91772,2.592192e-10,0.492,0,NA
91773,1.550767e-10,0.8280000000000001,7.39375e-17,3.7199999999999998
91792,8.60552e-11,1.488,7.39375e-17,3.7199999999999998
91805,1.209176e-10,1.056,6.8875e-17,3.984
92706,1.967356e-10,0.648,4.4200001e-16,0.624
91829,1.388841e-10,0.9239999999999999,1.2e-15,0.24
91830,7.42154e-11,1.7279999999999998,0,NA
92898,4.78666e-11,2.676,1.911e-17,14.399999999999999
91835,2.871553e-10,0.44399999999999995,0,NA
91837,1.400413e-10,0.9119999999999999,7.39375e-17,3.7199999999999998
91842,7.33153e-11,1.7519999999999998,0,NA
91851,2.500758e-10,0.516,7.39375e-17,3.7199999999999998
91872,1.563032e-10,0.8160000000000001,0,NA
91874,1.544753e-10,0.8280000000000001,7.39375e-17,3.7199999999999998
91879,2.622196e-10,0.492,2.1e-16,1.32
91883,2.964599e-10,0.43199999999999994,0,NA
91886,1.5192e-10,0.8400000000000001,8.59375e-17,3.192
91887,4.140511e-10,0.30998333333333333,6.825e-17,4.029883333333333
91896,7.39025e-11,1.7399999999999998,1.82e-18,151.128
91899,2.725134e-10,0.46799999999999997,1.365e-15,0.192
91901,1.270186e-10,1.008,7.39375e-17,3.7199999999999998
91903,3.821016e-10,0.336,1.05e-16,2.616
91905,1.00084e-10,1.284,1.2e-17,22.919999999999998
91907,2.100741e-10,0.612,4.3e-16,0.648
91909,1.422789e-10,0.8999999999999999,7.39375e-17,3.7199999999999998
164329,3.151441e-10,0.40800000000000003,3.42225e-16,0.792
91918,2.790658e-10,0.45993333333333336,1.2599999e-16,2.18285
91919,2.302845e-10,0.552,7.39375e-17,3.7199999999999998
91923,2.111813e-10,0.612,8.7137497e-16,0.312
91926,2.302962e-10,0.552,5.265e-17,5.232
91931,2.259727e-10,0.5640000000000001,0,NA
91939,6.38676e-11,2.004,1.2e-17,22.919999999999998
91940,2.47022e-10,0.516,7.39375e-17,3.7199999999999998
93139,2.07869e-11,6.18,0,NA
91951,3.746912e-10,0.34800000000000003,5.25e-16,0.528
91955,2.730623e-10,0.46799999999999997,0,NA
91956,2.203203e-10,0.5880000000000001,3.42225e-16,0.792
91961,3.553465e-10,0.36,9.16875e-16,0.28800000000000003
91963,9.71266e-11,1.32,1.75e-18,157.17600000000002
91967,3.44247e-11,3.732,0,NA
91975,1.131179e-10,1.1400000000000001,2.3375e-17,11.76
91980,3.162844e-10,0.40800000000000003,7.39375e-17,3.7199999999999998
91990,4.49834e-11,2.856,0,NA
91996,4.323726e-10,0.30000000000000004,5.25e-16,0.528
91998,1.439312e-10,0.892,1.05e-17,26.183999999999997
92003,4.043768e-10,0.312,0,NA
92004,3.97841e-10,0.324,7.7397507e-16,0.36
92008,1.120743e-10,1.145,2.1e-17,13.097
92019,2.269572e-10,0.5640000000000001,0,NA
92020,4.90854e-11,2.616,0,NA
92034,2.907818e-10,0.44399999999999995,0,NA
92035,8.63483e-11,1.488,2.3205e-17,11.856
92038,5.62677e-11,2.2800000000000002,0,NA
92041,4.3017e-11,2.988,0,NA
92045,3.745513e-10,0.34800000000000003,0,NA
92047,3.470161e-10,0.3698666666666667,1.05e-17,26.183999999999997
92049,6.68678e-11,1.92,0,NA
93028,1.298248e-10,0.984,0,NA
92059,1.725206e-10,0.744,1.2e-17,22.919999999999998
92062,2.903093e-10,0.44399999999999995,1.1375e-17,24.168
92063,2.426676e-10,0.529,3.15e-17,8.731
92064,2.373031e-10,0.541,6.7375e-17,4.082
92067,2.41398e-10,0.528,0,NA
92070,1.482952e-10,0.8639999999999999,4.2e-21,65485.632000000005
92072,1.825132e-10,0.708,7.39375e-17,3.7199999999999998
92078,2.104936e-10,0.612,4.3e-16,0.648
92080,2.948706e-10,0.43199999999999994,0,NA
92082,2.442024e-10,0.528,9.453125e-16,0.28800000000000003
92089,6.89621e-11,1.8599999999999999,0,NA
92104,1.496645e-10,0.8519999999999999,4.8059372e-16,0.5760000000000001
92114,2.925459e-10,0.43873333333333336,1.05e-17,26.183999999999997
92115,1.268059e-10,1.008,0,NA
92132,3.529609e-10,0.36,1.05e-16,2.616
92142,2.063848e-10,0.624,0,NA
92145,1.408585e-10,0.911,7.9625e-17,3.454
92148,1.42145e-10,0.8999999999999999,9.66875e-17,2.856
92156,2.152081e-10,0.6000000000000001,5.265e-17,5.232
92157,2.027688e-10,0.636,0,NA
92168,4.357126e-10,0.30000000000000004,0,NA
92169,2.81151e-10,0.45599999999999996,0,NA
92171,6.76628e-11,1.896,7.39375e-17,3.7199999999999998
92174,3.068943e-10,0.41823333333333335,1.155e-16,2.3813
92185,2.092766e-10,0.612,7.39375e-17,3.7199999999999998
92187,9.24865e-11,1.3920000000000001,0,NA
92361,1.509165e-10,0.8519999999999999,0,NA
92188,2.355093e-10,0.54,0,NA
92193,2.4084e-10,0.528,0,NA
92196,1.567407e-10,0.8160000000000001,3.5e-18,78.576
92197,4.11918e-11,3.12,0,NA
92205,1.230151e-10,1.044,5.562812e-16,0.504
92212,1.732452e-10,0.744,7.39375e-17,3.7199999999999998
92216,1.532093e-10,0.8400000000000001,5.265e-17,5.232
92221,1.875435e-10,0.684,5.0393749e-16,0.552
92226,1.471604e-10,0.8759999999999999,8.53125e-17,3.216
92228,4.323726e-10,0.30000000000000004,5.25e-16,0.528
92231,1.138398e-10,1.1280000000000001,1.2e-17,22.919999999999998
92233,2.088321e-10,0.612,0,NA
92234,1.558149e-10,0.8280000000000001,0,NA
92236,1.360181e-10,0.948,7.39375e-17,3.7199999999999998
92239,4.27562e-10,0.30000000000000004,4.4362499e-16,0.624
92244,1.019913e-10,1.26,5.265e-17,5.232
92247,3.458948e-10,0.372,7.39375e-17,3.7199999999999998
92249,2.024289e-10,0.636,9.895e-17,2.7840000000000003
92252,5.610733e-10,0.22799999999999998,1.21360001e-15,0.21599999999999997
92254,1.774535e-10,0.72,6.8875e-17,3.984
92257,1.485777e-10,0.8639999999999999,4.3e-16,0.648
92259,1.513536e-10,0.8519999999999999,0,NA
92265,2.843066e-10,0.45599999999999996,0,NA
92268,2.867114e-10,0.44399999999999995,2.275e-17,12.096
92276,2.549609e-10,0.504,1.4787499e-16,1.8479999999999999
92277,2.126557e-10,0.6000000000000001,0,NA
92280,1.364139e-10,0.9359999999999999,7.39375e-17,3.7199999999999998
92285,4.075051e-10,0.312,0,NA
92291,3.760625e-10,0.336,1.4787499e-16,1.8479999999999999
92303,3.00977e-10,0.43199999999999994,0,NA
92311,2.663537e-10,0.48,1.62e-17,16.968
92312,3.746912e-10,0.34800000000000003,5.25e-16,0.528
92477,2.00203e-10,0.636,1.21199997e-15,0.21599999999999997
92317,1.227226e-10,1.044,7.39375e-17,3.7199999999999998
92326,1.685825e-10,0.756,7.39375e-17,3.7199999999999998
92333,3.549162e-10,0.36,1.05e-16,2.616
92337,3.490294e-10,0.372,2.275e-17,12.096
92339,4.484301e-10,0.28800000000000003,9.55e-16,0.28800000000000003
92344,4.58842e-11,2.7960000000000003,0,NA
92347,3.988193e-10,0.324,8.6e-16,0.312
92351,4.7012e-11,2.736,0,NA
92358,2.011e-11,6.384,0,NA
92366,2.825065e-10,0.45599999999999996,0,NA
92371,1.5654e-12,81.99600000000001,0,NA
92372,1.032794e-10,1.248,5.265e-17,5.232
92373,3.006813e-10,0.43199999999999994,0,NA
92382,1.79273e-10,0.72,1.1375e-17,24.168
92384,2.594992e-10,0.492,0,NA
92399,2.949396e-10,0.43199999999999994,1.05e-16,2.616
92428,1.13881e-11,11.267999999999999,0,NA
92404,1.253493e-10,1.02,0,NA
92407,2.117006e-10,0.612,8.91e-17,3.096
92412,1.683384e-10,0.768,0,NA
92414,2.545918e-10,0.504,0,NA
92415,4.62169e-11,2.7720000000000002,0,NA
92420,1.325208e-10,0.969,1.70625e-17,16.12
92421,4.92563e-11,2.604,0,NA
92431,4.82032e-11,2.664,0,NA
92437,2.117312e-10,0.612,0,NA
92438,1.010792e-10,1.272,7.39375e-17,3.7199999999999998
92440,2.402503e-10,0.54,4.8059372e-16,0.5760000000000001
93323,3.19584e-11,4.0200000000000005,0,NA
92505,6.85274e-11,1.8719999999999999,2.1e-17,13.104000000000001
92465,4.02799e-10,0.324,8.59375e-17,3.192
92475,2.250192e-10,0.5760000000000001,0,NA
92478,1.463011e-10,0.8759999999999999,7.39375e-17,3.7199999999999998
92480,7.72067e-11,1.6680000000000001,0,NA
92483,1.120081e-10,1.1400000000000001,0,NA
92489,5.57657e-11,2.3040000000000003,6.475e-18,42.480000000000004
92490,1.48963e-10,0.8639999999999999,7.39375e-17,3.7199999999999998
92491,1.011028e-10,1.272,1.2e-17,22.919999999999998
92493,1.411572e-10,0.9119999999999999,7.39375e-17,3.7199999999999998
92514,7.76692e-11,1.6560000000000001,1.2e-17,22.919999999999998
92515,1.689861e-10,0.756,1.49695e-16,1.8479999999999999
92567,5.285222e-10,0.24,9.6631248e-16,0.28800000000000003
92523,3.093853e-10,0.42000000000000004,4.3e-16,0.648
92525,1.96131e-10,0.66,8.53125e-17,3.216
92527,2.494353e-10,0.516,0,NA
92530,7.2469e-12,17.712,0,NA
92531,3.703967e-10,0.34800000000000003,7.39375e-17,3.7199999999999998
92535,1.028757e-10,1.248,1.05e-17,26.183999999999997
92539,1.357478e-10,0.948,7.39375e-17,3.7199999999999998
92544,1.615392e-10,0.792,5.0393749e-16,0.552
92546,2.40849e-11,5.328,0,NA
92547,1.754832e-10,0.732,4.8059372e-16,0.5760000000000001
92552,2.821958e-10,0.4548333333333333,1.05e-17,26.183999999999997
92561,8.96962e-11,1.428,0,NA
92564,1.643401e-10,0.78,4.4200001e-16,0.624
92566,1.567351e-10,0.8160000000000001,4.4200001e-16,0.624
92664,2.862596e-10,0.44399999999999995,0,NA
92568,3.820327e-10,0.336,5.25e-16,0.528
92569,6.53438e-11,1.964,1.05e-17,26.183999999999997
92576,3.945515e-10,0.324,8.6e-16,0.312
92577,2.117182e-10,0.612,5.5453121e-16,0.504
92580,3.671062e-10,0.34800000000000003,3.0099998e-16,0.9119999999999999
92581,1.073356e-10,1.2000000000000002,1.375e-17,19.991999999999997
92589,3.332219e-10,0.384,0,NA
92593,1.643385e-10,0.78,4.8059372e-16,0.5760000000000001
92602,1.649207e-10,0.78,0,NA
92614,2.215644e-10,0.5760000000000001,5.0393749e-16,0.552
92618,1.003894e-10,1.284,0,NA
92636,1.683241e-10,0.768,1.1375e-17,24.168
92641,2.417105e-10,0.528,2e-16,1.368
92642,1.63064e-10,0.792,4.675e-17,5.88
92656,1.386438e-10,0.9239999999999999,0,NA
92660,9.85488e-11,1.308,4.3e-16,0.648
92666,1.842187e-10,0.6960000000000001,2.4e-17,11.448
92672,8.36171e-11,1.536,0,NA
92678,2.614085e-10,0.492,4.8059372e-16,0.5760000000000001
92683,1.134817e-10,1.1280000000000001,4.3e-16,0.648
92684,2.507431e-10,0.516,7.39375e-17,3.7199999999999998
92687,1.150193e-10,1.116,1.1375e-17,24.168
92688,1.133063e-10,1.1280000000000001,1.1375e-17,24.168
92689,5.91218e-11,2.1719999999999997,0,NA
92738,8.39822e-11,1.524,0,NA
92692,4.558558e-10,0.276,9.55e-16,0.28800000000000003
92694,4.37953e-11,2.928,0,NA
92697,3.76632e-10,0.336,8.6e-16,0.312
92700,2.865953e-10,0.44399999999999995,0,NA
92701,4.878156e-10,0.264,7.39375e-17,3.7199999999999998
92704,2.213513e-10,0.5760000000000001,0,NA
92707,1.216753e-10,1.056,1.1375e-17,24.168
92708,2.027688e-10,0.636,0,NA
92709,5.46782e-11,2.3520000000000003,0,NA
92720,2.602013e-10,0.492,7.39375e-17,3.7199999999999998
92722,1.02591e-10,1.248,0,NA
92729,1.420841e-10,0.8999999999999999,0,NA
92731,2.31111e-10,0.552,1.05e-16,2.616
92732,1.201497e-10,1.068,4.3e-16,0.648
92733,3.92982e-11,3.2640000000000002,0,NA
92736,1.603166e-10,0.804,7.39375e-17,3.7199999999999998
92739,2.136523e-10,0.6000000000000001,5.153125e-16,0.528
92744,8.78282e-11,1.464,2e-16,1.368
92751,6.09685e-11,2.0999999999999996,0,NA
92760,2.259648e-10,0.5640000000000001,0,NA
92762,2.094772e-10,0.612,0,NA
92768,5.70786e-11,2.2439999999999998,0,NA
92770,1.28193e-10,0.996,0,NA
92775,4.811296e-10,0.264,1.01137497e-15,0.264
92782,3.495435e-10,0.372,8.6e-16,0.312
92809,8.82612e-11,1.452,0,NA
92789,1.907645e-10,0.672,0,NA
92790,1.456682e-10,0.8759999999999999,2.1e-17,13.104000000000001
92791,2.011096e-10,0.636,0,NA
92794,2.067296e-10,0.621,6.737499e-17,4.082
92803,3.550562e-10,0.36,1.05e-16,2.616
92820,2.186551e-10,0.5880000000000001,7.39375e-17,3.7199999999999998
92823,1.205826e-10,1.068,4.3e-16,0.648
92849,1.412655e-10,0.9119999999999999,1.421875e-16,1.944
183624,2.151736e-10,0.597,5.8375e-18,47.112
92854,2.776241e-10,0.46799999999999997,1e-14,0.024
92859,9.39055e-11,1.368,1.1375e-17,24.168
92880,7.166e-13,179.112,0,NA
92882,1.205682e-10,1.068,0,NA
92886,2.587462e-10,0.492,4.8059372e-16,0.5760000000000001
92904,1.5608e-10,0.822,5.602187e-16,0.491
92905,1.278843e-10,1.008,1.183e-17,23.256
92907,1.34071e-10,0.96,8.53125e-17,3.216
92915,2.705524e-10,0.48,1.1375e-17,24.168
92924,1.309444e-10,0.98,1.419688e-17,19.373
92927,3.23502e-11,3.9720000000000004,0,NA
92936,1.870748e-10,0.684,4.8059372e-16,0.5760000000000001
92943,2.986931e-10,0.43199999999999994,1.05e-16,2.616
92952,1.716433e-10,0.744,1.0530001e-16,2.616
93354,1.359408e-10,0.948,5.6875e-17,4.824
92957,6.63894e-11,1.932,5.6875e-17,4.824
92960,3.365098e-10,0.384,4.3e-16,0.648
92961,1.427802e-10,0.8999999999999999,1.21137497e-15,0.21599999999999997
