molecule_id,bp_est,mp_est,vp_est
82406,399.96,141.07,5.6e-7
82412,396.1,163.11,8.45e-8
82414,336.16,114.35,8.46e-7
82429,313.39,58.21,2.8e-5
82436,447.84,184.3,2.03e-9
82441,554.74,238.17,1.46e-15
82448,866.21,349.84,7.68e-28
82449,269.55,63.39,0.00424
82451,389.59,144.41,2.31e-8
82454,505.51,215.17,1.2e-13
82468,520.41,222.13,7.61e-12
82470,NA,NA,NA
82474,683.2,298.17,1.08e-20
82475,1285.92,349.84,1.79e-43
82479,534.27,228.61,3.15e-14
82481,467.93,197.62,2.67e-9
82482,444.8,184.6,1.88e-10
82486,522.28,223,2.94e-13
82489,365.88,121.71,4.23e-8
82491,402.92,151.82,3.6e-7
82494,375.5,130.14,8.51e-8
82495,430.58,161.37,5.91e-8
82496,591.92,255.54,5e-17
82502,265.02,58.84,0.00999
82507,461.32,191.77,1.77e-11
82518,445.48,186.89,1.69e-10
82522,390.56,132.92,1.16e-6
82526,455.43,191.78,6.41e-9
82527,328.9,100.56,1.94e-6
82530,348.56,115.93,1.68e-7
82538,416.09,168.27,1.12e-7
82543,421.53,154.04,1.19e-7
82545,192.68,26.7,0.0987
82546,395.65,155.54,1.15e-8
82548,578.27,249.16,1.73e-16
82550,541.76,165.95,2.82e-14
82552,245.05,47.96,1.38e-4
82553,328.9,100.56,1.94e-6
82557,499.82,212.52,1.92e-12
82559,464.13,195.84,3.65e-11
82562,708.74,310.11,9.83e-22
82563,436.65,167.39,8.05e-10
82566,444.8,184.6,1.88e-10
82572,463.88,195.73,3.72e-11
82574,545.56,233.88,3.34e-15
82579,507.03,215.88,1.05e-13
82584,441.53,167.7,2.69e-8
82587,1302.14,349.84,4.34e-44
82590,557.71,239.56,1.12e-15
82592,382.25,138.15,1.62e-6
82594,473.58,200.26,2.66e-10
82602,491.49,208.62,1.26e-12
82603,613.65,265.69,1.25e-16
82611,467.48,197.41,2.76e-9
82612,422.33,172.68,1.2e-9
82619,671.59,292.75,3.2e-20
82620,479.14,202.86,3.12e-11
82625,745.63,342.81,4.65e-21
82626,515.34,219.76,9.32e-11
82627,877.83,349.84,2.92e-28
82630,422.47,167.53,5.42e-10
82633,402.02,153.22,7.95e-9
82637,368.94,223.37,1.12e-8
82640,522.6,223.16,9.48e-13
82647,359.86,116.26,3.4e-7
82650,397.47,145.9,1.31e-8
82651,547.12,313.83,9.82e-13
82652,292.87,74.69,7.2e-5
82659,271.82,58.61,3.94e-4
82667,794.52,349.84,9.01e-20
82668,747.49,328.21,2.52e-23
82669,564.32,242.65,6.15e-16
82675,1058.96,349.84,6.59e-35
82676,301.83,88.22,8.05e-4
82682,742.52,325.89,9.63e-21
82683,485.28,200.74,7.33e-12
82695,326.67,86.13,1.21e-4
82698,326.67,86.13,1.21e-4
82700,548.43,235.22,9.18e-15
82702,372.55,91.43,8.74e-6
82705,437.81,159.52,2.24e-10
82711,598.88,258.79,4.45e-16
82714,715.04,313.05,5.43e-22
82717,684.65,298.85,9.44e-21
82718,513.3,218.81,2.01e-12
82720,411.01,152.93,2.22e-7
82723,362.1,130.6,2.05e-7
82729,442.74,185.85,2.96e-11
82732,900.17,349.84,4.5e-28
82737,412.48,171.72,5.92e-9
82738,488.28,207.12,5.51e-13
82740,519.33,221.63,3.51e-14
82742,559.36,240.33,3.92e-12
82748,460.08,193.95,5.09e-11
82749,422.46,176.38,4.29e-10
82751,217.59,-19.76,0.148
82753,726.52,318.41,1.84e-22
82754,NA,NA,NA
82757,805.13,349.84,8.91e-25
82764,437.33,170.31,4.59e-10
82768,378.07,139.14,1.99e-6
82771,420.05,152.33,2.39e-9
82774,468.58,197.92,7.23e-11
82775,163.14,-42.32,2.18
82776,1473.64,349.84,0
82781,163.14,-42.32,2.18
82793,693.77,303.11,1.16e-19
82795,418.8,103.24,4.98e-7
82796,560.03,240.64,3.74e-12
82808,641.42,278.66,5.28e-19
82809,378.61,271.4,1.41e-9
82812,838.74,349.84,7.49e-27
82813,381.78,137.36,1.7e-6
82815,846.82,349.84,3.84e-27
82823,274.83,-27.07,0.00563
82827,434.73,174.43,3.32e-8
82828,1361.51,349.84,0
82831,503.21,214.1,1.45e-12
82837,404.16,164.69,2.4e-7
82842,729.84,319.96,5e-19
82844,413.86,172.36,2.25e-8
82849,243.28,58.85,0.0182
82851,866.16,349.84,7.72e-28
82854,478.12,202.38,1.31e-9
82855,507.54,216.12,1e-13
82858,1044.07,349.84,2.36e-34
82859,NA,NA,NA
82861,510.76,217.63,2.47e-12
82866,1127.57,349.84,1.8e-37
82867,1080.54,349.84,1.03e-35
82868,1239.4,349.84,1.07e-41
82876,338.41,128.34,8.19e-7
82877,424.3,162.15,2.16e-10
82882,438.81,184.02,2.04e-8
82885,430.23,180.01,3.69e-8
82887,521.5,222.64,2.89e-14
82894,390.06,145.56,8.68e-7
82895,495.3,210.41,8.56e-12
82897,892.11,349.84,8.61e-28
82903,399.73,147.49,1.08e-8
82909,506.71,215.73,1.08e-13
82914,935.43,349.84,2.36e-30
82916,530.83,227,4.25e-14
82921,822.44,349.84,2.26e-25
82924,454.45,191.32,6.92e-11
82930,330.07,107.55,2.99e-6
82931,2250.92,349.84,0
82934,381.35,140.37,4.44e-8
82945,123.17,-61.49,4.54
82946,545.78,233.98,1.05e-11
82949,440.73,184.91,3.1e-9
82952,676.46,295.03,2.72e-18
82956,572.25,246.35,3e-16
82961,525.4,224.46,5.19e-12
82967,569.19,244.92,2.12e-14
82971,666.71,290.47,6.21e-18
82982,440.67,169.04,2.73e-8
82986,392.31,142.9,8.58e-9
82987,372.11,142.42,1.73e-7
82989,378.81,130.11,5.39e-6
82992,422.47,167.53,5.42e-10
82994,520.01,221.95,6.67e-11
82999,450.96,189.69,2.92e-10
83002,474.85,196.96,1.68e-11
83006,424.62,163.93,1.45e-8
83013,494.84,210.19,4e-10
83014,NA,NA,NA
83016,287.51,78.72,9.24e-5
83022,270.34,55.87,0.00222
83025,624.23,270.63,2.2e-16
83026,648.16,281.81,1.33e-18
83028,453.91,191.07,1.16e-9
83029,457.21,192.61,6.44e-11
83034,400.68,144.63,4.91e-7
83037,575.43,247.83,2.25e-16
83039,487.93,206.96,5.14e-12
83040,476.83,201.78,3.75e-11
83044,433.98,177.24,3.21e-8
83047,519.11,221.53,7.11e-11
83048,512.54,218.45,6.65e-13
83049,517.96,220.99,4.23e-13
83053,345.53,104.16,2.84e-5
83054,511.18,217.82,1.54e-11
83055,764.78,336.28,4.86e-24
83057,509.68,217.12,2.69e-12
83059,502.32,213.68,2.36e-10
83060,587.91,253.67,5.81e-15
83063,616.26,266.9,9.97e-17
83066,417.33,162.37,2.22e-9
83067,418.49,174.52,1.6e-8
83071,535.42,229.15,2.21e-11
83072,649.66,282.51,2.46e-19
83075,305.3,89.7,2.29e-5
83076,418.84,174.69,3.61e-9
83078,442.5,185.74,5.68e-10
83082,473.99,200.45,2.58e-10
83083,397.1,151.11,5.08e-7
83084,1069.28,349.84,2.72e-35
83086,442.55,185.76,2.7e-9
83087,320.2,87.03,4.82e-6
83088,648.36,281.9,2.78e-19
83091,944.87,349.84,1.07e-30
83096,442.55,185.76,2.7e-9
83101,715.01,313.03,5.45e-22
83102,263.3,50.54,0.0078
83103,390.73,119.82,3.97e-8
83109,802.65,349.84,1.46e-25
83115,248.39,28.22,0.0437
83117,677.88,295.69,9.13e-20
83119,551.16,236.5,7.23e-15
83121,150.8,-15.3,2.51
83122,446.95,187.82,3.12e-8
83125,599.18,321.43,7.08e-17
83126,522.6,223.16,9.48e-13
83129,498.81,212.04,3.02e-10
83131,338.81,123.17,2.56e-5
83137,544.43,233.35,3.7e-15
83138,497.76,211.55,2.38e-13
83144,426.07,166.89,1.68e-10
83145,351.27,123.13,3.45e-6
83146,528.2,209.88,2.77e-13
83150,557.56,239.49,1.13e-15
83151,398.58,138.56,6.17e-9
83153,487.93,206.96,5.14e-12
83158,239.79,46.04,0.0187
83162,545.66,233.93,1.17e-14
83164,440.48,167.34,2.88e-8
83172,446.41,173.38,8.43e-11
83177,441.42,185.23,2.94e-9
83188,506.15,215.47,1.13e-13
83200,516.3,218.19,9.19e-11
83207,380.13,144.56,1.55e-6
83221,518.61,221.29,3.74e-14
83223,657.26,286.06,1.21e-19
83226,534.33,228.63,3.66e-13
83235,417.24,173.94,2.66e-10
83238,342.23,138.9,1.43e-5
83242,437.74,183.51,2.2e-8
83245,482.96,204.64,7.75e-12
83256,392.58,146.56,1.61e-7
83266,472.94,199.96,5.11e-11
83267,490.2,207.81,4.68e-13
83271,450.53,179.91,3.9e-10
83274,535.32,229.1,3.38e-13
83277,225.89,34.11,0.107
83278,410.83,169.52,6.99e-9
83280,796.23,349.84,2.48e-25
83290,337.68,101.99,1.03e-6
83293,536.62,229.71,2.57e-14
83294,625.92,271.42,1.92e-16
83295,565.29,243.1,5.63e-16
83296,391.53,140.64,2.23e-8
83297,416.97,173.81,6.78e-10
83304,560,240.63,9.09e-16
83311,600.11,259.36,1.64e-15
83315,485.58,192.72,9.98e-13
83316,489.29,207.59,4.59e-12
83317,400.84,149.83,4.26e-7
83319,529.32,226.29,1.44e-14
83322,360.36,132.19,6.3e-6
83328,336.96,103.56,2.12e-7
83330,471.2,199.15,2.04e-11
83337,739.87,324.64,1.21e-20
83339,515.67,219.92,4.86e-14
83340,435.02,167.32,5.81e-10
83353,244.05,43.06,0.0395
83354,439.33,181.55,3.69e-9
83355,489.69,199.73,6.06e-13
83356,1140.23,349.84,6.01e-38
83357,448.57,169.97,2.13e-10
83368,597.03,257.92,2.12e-15
83378,573.77,247.06,3.8e-15
83381,427.24,166.68,6.22e-8
83389,488.31,207.14,8.75e-11
83390,241.87,0.09,0.104
83395,449.36,188.94,1.63e-9
83396,364.4,123.22,1.58e-6
83397,705.43,308.56,6.43e-20
83398,441.43,185.24,1.7e-8
83402,527.82,225.59,1.85e-13
83404,541.64,232.05,4.76e-15
83405,868.86,349.84,6.16e-28
83411,391.21,128.92,3.06e-8
83413,303.88,65.55,0.00112
83418,412.32,161.81,5.26e-10
83421,262.57,64.95,0.00983
83423,643.92,279.82,9.09e-18
83426,253.52,29.52,0.0331
83430,454.02,188.82,7.52e-9
83431,499.91,212.56,1.9e-12
83434,437.57,167.9,4.81e-10
83442,437.83,183.56,2.18e-8
83445,2425.8,349.84,0
83447,383.79,142.54,1.57e-8
83452,423.99,159.98,1.5e-9
83453,389.59,144.41,2.31e-8
83454,201.75,-24.96,0.476
83455,391.94,138.44,2.29e-8
83457,462.26,194.97,1.52e-11
83459,280.2,75.52,1.24e-4
83461,391.87,153.08,2.94e-10
83467,740.27,324.83,5e-23
83468,485.51,205.83,6.28e-12
83470,501.87,213.47,1.66e-13
83472,447.14,186.91,5.58e-11
83478,722.09,316.34,2.25e-17
83479,437.92,183.6,2.17e-8
83484,458.01,176.85,9.28e-11
83485,492.32,195.39,5.17e-12
83488,585.31,252.45,9.14e-17
83490,375.69,135.18,7.4e-8
83492,331.42,71.66,2.61e-4
83493,339.24,107.81,3.65e-5
83499,633.66,275.04,1.08e-18
83501,416.52,150.49,1.74e-7
83503,239.79,46.04,0.0187
83506,598.75,258.73,1.1e-16
83511,572.47,246.45,2.94e-16
83512,340.25,130.14,1.78e-6
83513,553.22,237.46,1.68e-15
83522,473.38,200.16,4.94e-11
83524,1891.72,349.84,0
83526,473.38,200.16,4.94e-11
83527,560.16,240.7,8.96e-16
83536,494.7,210.12,5.39e-11
83541,923.87,349.84,6.23e-30
83542,513.92,219.1,1.83e-13
83545,471.49,199.28,1.99e-11
83547,535.25,229.07,2.89e-14
83550,637.25,276.71,7.41e-17
83560,530.53,226.86,1.47e-13
83566,489.3,207.6,8.11e-11
83567,546.23,234.19,3.93e-14
83568,450.45,189.45,9.07e-9
83570,545.51,233.86,1.47e-13
83580,384.54,149.73,1.24e-8
83595,249.96,46.46,0.0275
83609,430.05,172.99,7.04e-10
83613,475.01,200.93,5.14e-12
83614,602.9,260.66,3.15e-16
83618,292.61,69.58,8.24e-5
83620,1280.76,349.84,2.82e-43
83630,395.01,150.65,1.36e-8
83636,395.01,150.65,1.36e-8
83641,242.08,38.67,0.0478
83648,391.06,154.45,1.18e-7
83650,473.99,200.45,2.58e-10
83652,555.28,238.42,5.27e-12
83654,685.75,299.36,4.48e-20
83658,396.19,141.98,1.2e-6
83662,379.98,131.46,6.1e-8
83665,590.98,255.1,3.93e-13
83667,536.61,229.25,8.95e-14
83673,377.87,104.9,5e-7
83677,508.36,216.51,1.53e-10
83678,560.92,241.06,3.5e-12
83679,424.36,177.27,9.28e-10
83682,409.87,147.12,5.47e-9
83685,615.71,266.65,1.05e-16
83688,473.99,200.45,2.58e-10
83689,541.8,232.12,1.99e-13
83691,320.49,65.8,0.0221
83695,455.43,191.78,6.41e-9
83699,557.28,239.35,1.16e-15
83706,751.23,329.95,1.76e-23
83711,484.68,205.44,2e-11
83712,770.8,339.1,2.73e-24
83713,607.73,262.92,1.15e-13
83717,253.93,24.89,0.0361
83724,372.19,99.63,2.08e-5
83726,456.55,173.8,1.11e-10
83728,498.9,212.08,3.92e-11
83737,337.03,121.78,2.69e-6
83740,511.92,218.17,6.79e-14
83741,542.4,232.4,1.55e-14
83742,458.81,193.36,7.31e-12
83743,478.89,192,1.45e-11
83751,460.47,194.13,1.38e-10
83764,422.12,157.54,1.05e-7
83765,1330.46,349.84,4.59e-35
83768,501.22,213.17,3.29e-11
83771,458.81,193.36,7.31e-12
83772,1301.2,349.84,4.62e-44
83775,330.41,27.39,3.64e-4
83777,524.22,223.91,5.68e-12
83780,373.93,142.86,2.28e-6
83781,367.04,-0.9,1.69e-6
83783,383.51,133.98,3.81e-6
83784,366.47,124.52,5.46e-6
83789,481.81,204.1,1.43e-10
83790,1718.74,349.84,0
83792,461.11,194.43,4.31e-9
83797,426.06,178.06,1.25e-10
83798,441.03,170.3,1.34e-10
83799,313.17,90.71,1.34e-5
83805,464.38,195.96,5.3e-10
83808,443.46,164.24,2.64e-8
83810,533.65,228.32,9.74e-15
83812,346.27,127.24,6.36e-7
83813,391.66,142.27,2.12e-8
83814,335.57,101.04,1.22e-6
83817,612.15,264.98,6.04e-16
83820,366.24,128.54,5e-6
83823,416.19,156.44,2.8e-9
83824,481.71,200.08,9.57e-12
83825,591.67,255.42,5.33e-17
83832,528.02,225.69,5.42e-14
83834,532.9,227.97,1.04e-14
83836,529.92,226.58,5.24e-13
83838,1313.81,349.84,1.54e-44
83839,562.62,241.85,7.17e-16
83842,570.69,245.62,3.45e-16
83845,381.11,140.85,4.46e-8
83853,277.07,67.32,1.37e-4
83857,492.42,191.59,7.63e-10
83859,471.6,199.33,2.07e-9
83861,450.63,189.54,1.49e-11
83862,365.05,134.9,1.51e-7
83864,479.61,203.07,3.48e-12
83865,699.97,306.01,2.24e-21
83870,548.18,235.1,2.64e-15
83873,437.37,163.48,6.39e-10
83876,469.67,193.71,2.63e-11
83884,538.99,230.81,7.23e-14
83886,481.67,201.38,3.23e-9
83887,463.6,180.68,2.02e-11
83889,427.25,178.61,8.4e-9
83895,481.34,198.54,1.2e-9
83896,411.04,142.61,2.89e-7
83899,378.72,129.69,2.44e-6
83900,344.25,123.47,1.89e-5
83905,476.83,201.78,3.75e-11
83913,368.01,139.31,8.47e-7
83915,400.05,165.91,1.55e-8
83921,638.7,277.39,6.57e-17
83925,542.64,232.52,1.86e-13
83927,581.63,250.73,7.59e-15
83942,427.33,178.65,1.86e-9
83946,368.73,125.31,6.9e-8
83951,234.5,0.67,0.0913
83954,330.23,88.15,9.55e-5
83957,486.89,206.48,9.74e-11
83960,500.06,212.63,1.94e-13
83961,680.21,296.78,1.43e-20
83963,469.4,186.25,5.03e-10
83964,203.89,28.07,0.0107
83965,359.61,119.43,3.2e-7
83966,709.9,310.65,8.82e-22
83974,378.81,130.11,5.39e-6
83975,637.53,276.84,7.57e-19
83976,363.22,52.1,3.6e-5
83992,342.97,113.14,1.12e-6
83996,355.82,115.18,4.57e-7
83999,359.57,146.35,3.48e-7
84004,300.67,77.88,5.92e-4
84008,474.44,200.66,1.56e-11
84011,336.59,99.81,1.03e-4
84012,676.46,295.03,2.72e-18
84024,318.12,92.3,3.19e-4
84025,362.14,123.79,2.43e-7
84026,585.15,252.37,9.28e-17
84027,220.98,33.27,0.00792
84029,652.09,283.64,1.96e-19
84034,654.8,284.91,1.53e-19
84041,266.7,60.5,0.00525
84042,221.39,34.01,0.0152
84043,436.19,182.79,9.32e-10
84044,514.07,203.53,1.56e-10
84051,509.91,217.23,2.64e-12
84055,520.21,222.04,1.07e-13
84057,549.9,235.91,2.88e-14
84059,388.41,156.99,1.8e-8
84062,264.67,46.57,4.79e-4
84069,425.84,162.17,7.57e-8
84077,497.9,211.62,7.28e-13
84080,543.27,232.81,4.11e-15
84092,337.38,120.14,6.75e-7
84093,339.34,104.31,1.77e-6
84096,459.9,170.33,8.78e-9
84102,542.23,232.33,1.92e-13
84105,487.4,206.71,5.37e-12
84109,581.63,250.73,7.59e-15
84110,271.58,38.74,3.61e-4
84111,405.09,146.09,7.75e-9
84113,456.66,163.57,1.26e-8
84116,600.41,259.5,2.3e-17
84118,737.29,323.44,6.63e-23
84126,441.75,169.47,2.54e-8
84128,569.16,244.91,2.12e-14
84130,380.97,148.16,1.35e-6
84145,430.66,179.22,3.68e-8
84158,380.82,131.46,5.77e-8
84166,408.74,131.84,3.58e-9
84167,496.78,211.1,3.49e-10
84173,477.22,201.96,1.39e-9
84174,323.96,93.4,3.55e-5
84175,1336.82,349.84,3.02e-42
84177,556.69,239.08,5.9e-14
84180,576.28,248.23,2.08e-16
84184,486.17,206.14,1.99e-12
84188,259.48,43.06,0.0272
84189,421.72,159.54,7.03e-10
84190,404.27,151.28,6.7e-8
84192,612.06,264.94,7.91e-18
84199,533.38,228.19,3.95e-13
84208,580.34,250.13,8.44e-15
84215,648.49,281.96,6.11e-18
84216,451.9,190.13,8.2e-9
84217,326.35,100.74,4.5e-6
84218,596.68,257.76,2.59e-13
84222,1895.61,349.84,0
84223,394.94,152.34,3.19e-7
84224,452.89,190.59,7.65e-9
84226,384.64,158.71,5.07e-8
84231,410.87,154.26,2.16e-7
84236,220.88,13.4,0.125
84239,564.84,242.88,2.18e-15
84244,351.42,123.19,1.29e-5
84250,371.24,152.45,2.06e-6
84254,481.97,201.04,3.1e-12
84255,433.24,177.78,3.3e-8
84260,557.62,239.51,5.47e-14
84261,504.73,214.81,1.29e-13
84264,556.93,239.19,1.59e-14
84266,517.77,220.9,1.4e-12
84269,683.02,298.09,5.73e-20
84273,481.97,201.04,3.1e-12
84278,521.76,222.76,2.82e-14
84279,390.83,134.46,1.1e-6
84280,510.39,217.45,2.49e-13
84289,363.75,118.1,2.51e-7
84295,426.17,163.77,7.13e-8
84296,496.94,211.17,3.45e-10
84297,540.98,231.74,1.76e-14
84305,429.15,162.71,1.59e-7
84306,755.45,331.92,1.18e-23
84308,425.01,175.03,1.06e-8
84315,488.67,188.92,1.02e-9
84318,373.61,153.56,5.31e-8
84320,479.53,203.04,3.02e-11
84322,486.91,206.48,9.73e-11
84324,479.53,203.04,3.02e-11
84325,637.3,276.73,7.73e-19
84329,374.49,145.86,6.11e-8
84331,326.12,44.55,4.18e-4
84334,264.7,46.28,0.0123
84337,506.04,205.4,1.5e-13
84340,403.59,161.43,5.78e-9
84354,219,6.74,0.138
84361,432.93,181.27,4.64e-10
84362,559.11,240.21,9.85e-16
84365,435.02,167.32,5.81e-10
84375,737.7,323.64,6.37e-23
84376,631.61,274.08,1.31e-18
84377,461.73,193.62,1.84e-10
84387,363.25,130.85,8.77e-8
84391,470.79,198.95,2.57e-12
84393,419.09,157.95,1.24e-7
84397,509.98,217.26,2.63e-12
84404,441.54,174.76,5.92e-8
84411,486.88,206.47,7.03e-10
84413,500.41,212.79,1.83e-12
84414,399.65,151.16,9.29e-8
84417,359.55,131.47,1.71e-6
84424,422.38,170.4,1.27e-9
84425,444.45,186.65,1.82e-10
84430,727.26,318.76,1.71e-22
84431,446.69,176.47,1.59e-8
84437,398.32,152.8,1.03e-8
84438,290.99,72.04,8.63e-5
84440,559.47,240.38,9.54e-16
84446,498.76,205.97,3.58e-10
84448,596.07,257.48,5.65e-16
84449,512.82,218.58,6.5e-13
84452,357.22,117.49,3.94e-7
84456,287.89,80.7,0.00109
84458,546.4,234.27,3.1e-15
84461,531.3,227.22,3.3e-12
84462,447.84,184.3,2.03e-9
84463,434.25,176.09,3.26e-8
84467,207.2,23.41,0.197
84476,542.51,313.16,1.32e-12
84480,364.6,133.12,3.49e-8
84482,359.22,118.84,9.36e-6
84486,503.79,214.37,1.4e-13
84489,552.72,237.22,8.17e-14
84491,455.8,191.95,1.01e-9
84499,463.22,195.42,3.93e-11
84500,607.31,262.72,1.22e-17
84507,454.01,181.42,9.18e-9
84509,562.39,241.74,7.32e-16
84510,674.46,294.09,3.22e-18
84512,413.86,172.36,2.25e-8
84513,541.54,232,2.04e-13
84515,552.91,237.31,6.21e-15
84519,480.56,203.52,2.78e-11
84529,683.26,298.2,5.61e-20
84533,596.31,257.59,2.25e-15
84535,550.04,235.97,7.98e-15
84537,512.29,218.34,2.11e-13
84539,366.47,124.52,5.46e-6
84545,503.46,214.21,4.45e-12
84549,402.19,163.01,2.81e-7
84550,354.3,126.44,1.01e-5
84551,391.22,144.29,2.07e-8
84560,548.71,235.35,8.64e-13
84562,468.12,190.41,3.21e-9
84564,536.77,229.77,7.37e-15
84568,296.2,110.34,6.29e-4
84569,486.23,206.17,5.91e-12
84573,420.25,173.28,3.42e-9
84580,602.42,260.44,1.32e-14
84584,531.76,227.44,1.15e-14
84585,451.35,189.87,8.52e-9
84588,871,349.84,5.16e-28
84589,376.16,145.44,5.52e-8
84593,610.66,264.29,9.26e-14
84602,NA,NA,NA
84605,514.37,219.31,5.46e-14
84606,802.28,349.84,1.51e-25
84608,452.89,190.59,7.65e-9
84612,514.91,219.57,1.77e-12
84613,803.41,349.84,1.38e-25
84615,367.62,126.95,1.56e-7
84617,565.08,243,2.43e-13
84618,422.47,167.53,8.7e-11
84624,326.68,99.49,2.31e-6
84625,620.82,269.04,6.72e-17
84629,400.96,114.72,1.02e-6
84637,296.06,81.02,7.03e-4
84640,358.94,128.8,5.82e-8
84642,1878.86,349.84,0
84643,1603.53,349.84,0
84644,465.32,196.4,9.37e-11
84659,581.32,250.59,2e-15
84661,430.32,168.24,3.04e-10
84665,478.94,303.88,2.12e-13
84666,385.04,144.95,1.17e-6
84675,690.56,301.61,2.89e-20
84680,1106.26,349.84,1.13e-36
84685,456,178.81,8.77e-9
84704,479.31,201.18,1.26e-9
84711,523.47,223.56,2.42e-14
84715,547.66,234.86,9.82e-15
84721,559.49,240.39,1.28e-14
84725,366.85,132.23,4.4e-6
84726,639.72,277.87,6.02e-17
84730,262.02,28.7,0.0133
84736,611.93,264.88,6.15e-16
84737,890.64,349.84,9.02e-26
84739,450.33,174.35,1.37e-8
84752,345.17,127.75,6.75e-7
84756,405.01,150.44,6.84e-8
84760,328.04,110.54,3.17e-6
84765,392.32,-2.36,3.11e-7
84767,359.52,121.94,3.03e-7
84768,306,79.76,0.00176
84770,438.29,183.77,2.11e-8
84773,489.65,207.76,1.35e-11
84775,379.91,144.99,4.35e-8
84776,418.86,168.17,1.72e-9
84779,526.23,224.85,6.32e-14
84780,325.31,117.4,6.14e-5
84791,493.6,199.23,1.4e-12
84792,603.73,261.05,1.54e-13
84796,341.32,119.31,5.26e-7
84797,366.47,124.52,5.46e-6
84799,611.14,264.51,6.57e-16
84804,581.62,250.73,6.71e-14
84806,1015.5,349.84,2.69e-33
84807,418.85,174.69,1.45e-9
84808,599.96,259.29,1.66e-15
84813,550.52,236.2,7.65e-15
84817,628.04,272.41,1.6e-16
84822,669.03,291.55,4.06e-20
84832,593.2,256.14,2.91e-15
84833,536.86,229.82,2.98e-13
84835,715.18,313.11,5.36e-22
84839,301.15,76.96,0.00108
84841,628.04,272.41,1.6e-16
84844,367.49,106.91,1.18e-7
84858,512.6,218.49,6.61e-13
84859,748.89,328.86,2.2e-23
84860,475.68,201.24,1.41e-11
84867,552.2,236.98,1.84e-15
84869,454.47,191.33,6.86e-9
84870,391.25,152.82,7.16e-9
84876,393.81,143.91,7.52e-9
84881,478.1,200.73,4e-9
84882,240.81,48.5,0.0412
84889,465.07,196.28,5.03e-10
84899,617.79,267.62,4.68e-18
84900,511.32,217.88,7.36e-13
84902,409.21,159.3,4.17e-9
84904,517.66,220.85,4.33e-13
84905,415.1,138.5,6.31e-7
84908,531.63,227.37,1.17e-14
84909,443.3,186.11,5.33e-10
84923,386.91,141.2,1.16e-6
84924,595.44,257.18,3.63e-17
84932,436.69,178.98,1.46e-10
84936,637.47,276.81,7.61e-19
84938,421.58,175.97,1.16e-9
84940,492.85,209.26,4.61e-10
84941,612.5,265.15,7.6e-18
84943,534.74,223.87,3.47e-14
84949,370.17,137.65,4.58e-8
84958,501.2,213.16,6.94e-10
84959,637.18,276.68,7.46e-17
84965,704.99,308.35,1.4e-21
84966,496.6,211.01,8.14e-13
84970,604.61,261.46,1.13e-15
84973,440.34,184.73,3.19e-9
84974,473.26,200.11,1.73e-11
84975,457.8,173.67,1.02e-10
84976,581.63,250.73,7.59e-15
84979,488.8,207.37,6.14e-10
84981,472.81,199.9,6.2e-12
84985,461.25,194.5,1.65e-11
84988,242.08,38.67,0.0476
84991,699.18,305.64,2.42e-21
84992,400.68,150.18,4.26e-7
85000,622.07,269.62,3.15e-18
85002,479.52,203.03,1.7e-10
85007,648.36,281.9,2.92e-17
85010,569.72,245.17,2.03e-14
85013,445.86,168.44,2.06e-8
85016,362.95,131.96,1.88e-7
85020,445.3,187.05,1.7e-10
85023,463.07,195.35,1.06e-8
85025,475.19,201.01,1.6e-9
85027,483.62,204.95,8.31e-13
85029,411.05,166.67,3.04e-9
85033,558.08,239.73,1.44e-14
85034,447.38,176.56,1.52e-8
85038,545.51,233.86,1.47e-13
85042,491.58,129.37,4.05e-9
85046,426.54,178.28,1.2e-10
85048,382.68,124.98,5e-6
85049,490.79,208.29,1.34e-12
85052,299.83,55.96,1.36e-4
85056,316.75,89.1,5.78e-6
85057,499.22,211.87,2.12e-13
85060,479.18,202.87,1.21e-9
85064,441,167.32,3.85e-10
85066,405.28,168.35,2.05e-7
85067,701.36,306.66,1.97e-21
85069,646.4,280.99,7.33e-18
85072,383.88,142.42,1.33e-6
85075,553.15,237.43,1.69e-15
85076,345.39,102.69,0.00196
85078,523.65,223.65,8.71e-13
85079,644.41,280.06,8.71e-18
85081,413.16,147.95,2.24e-7
85082,426.07,166.89,1.68e-10
85087,502.81,213.91,4.68e-12
85094,198.29,-1.33,1.29
85095,618.33,267.87,4.45e-18
85101,472.59,199.8,2.86e-10
85116,250.16,23.23,0.00316
85123,494.93,206.13,3.22e-12
85124,443.55,161.72,5.27e-11
85125,555.72,238.63,1.34e-15
85130,462.16,194.92,1.2e-10
85136,443.26,186.1,1.5e-8
85147,223.77,-4.85,0.00496
85149,239.79,46.04,0.0456
85152,715.04,313.05,5.43e-22
85155,597.26,258.03,3.07e-17
85159,748.89,328.86,2.2e-23
85161,671.24,292.59,3.31e-20
85162,416.87,173.76,6.83e-10
85172,584.78,252.2,5.85e-15
85173,433.59,175.2,7.73e-11
85177,485.37,196.6,8.14e-12
85181,373.84,140.76,5.76e-7
85186,513.3,218.81,2.01e-12
85189,380.4,155.05,2.69e-7
85190,418.25,156.1,1.36e-7
85198,486.91,204.91,5.84e-12
85201,473.3,197.16,6.44e-12
85203,415.25,168.82,2.86e-7
85206,454.45,191.32,6.92e-11
85209,498.91,212.09,2.07e-12
85212,388.01,142.72,1.05e-6
85214,490.57,208.19,1.25e-11
85216,382.34,130.87,5.29e-8
