molecule_id,bp_est,mp_est,vp_est
525371,598.96,258.82,2.63e-17
525372,630.57,273.59,1.44e-18
525373,778.28,342.59,6.35e-23
525374,206.65,32.86,0.202
525377,1404.77,349.84,1.12e-44
525379,2326.97,349.84,0
525381,1938.34,349.84,0
525382,807.11,349.84,4.07e-20
525384,905.34,349.84,1.22e-24
525386,733.23,341,5.43e-18
525387,795.45,349.84,1.39e-23
525392,986.42,349.84,4.12e-25
525394,1675.75,349.84,0
525395,976.82,349.84,7.69e-25
525396,1335.22,349.84,3.32e-35
525398,1245.7,349.84,3.3e-35
525399,1615.13,349.84,0
525403,936.38,349.84,1.06e-23
525404,2833.78,349.84,0
525409,947.98,349.84,4.99e-24
525412,692.46,302.5,2.1e-16
525415,942.64,349.84,7.05e-24
525416,931.03,349.84,1.49e-23
525417,1007.39,349.84,1.05e-25
525418,663,288.74,1.91e-15
525421,672.83,293.33,9.18e-16
525428,969.55,349.84,1.33e-31
525432,526.07,224.78,2.14e-13
525435,1658.85,349.84,0
525436,1632.06,349.84,0
525438,484.97,190.26,9.94e-12
525439,796.38,349.84,1.3e-23
525441,1089.47,349.84,4.8e-36
525443,975.43,349.84,8.08e-32
525446,1074.11,349.84,1.8e-35
525447,524.89,224.22,2.37e-13
525448,566.59,243.7,7e-15
525450,419.74,175.11,5.38e-10
525453,356.9,129.67,1.72e-5
525454,473.11,200.04,1.75e-11
525459,341.44,125.19,4.31e-5
525460,555.74,238.64,5.1e-12
525461,570.63,245.59,1.88e-14
525462,550.53,236.2,7.5e-13
525465,389.73,143.44,2.16e-6
525466,443.69,181.61,2.2e-10
525467,449.3,181.48,5.53e-11
525469,403.1,151.83,3.2e-9
525471,551.05,236.44,2.62e-14
525472,644.52,280.11,7.58e-15
525473,546.48,230.94,4.23e-14
525474,579.7,249.83,1.52e-16
525475,598.28,258.51,2.3e-13
525476,582.25,251.02,4.72e-16
525477,537.28,230.01,7.03e-15
525478,533.68,228.33,9.72e-15
525479,512.56,218.46,6.41e-14
525480,597.07,257.94,5.19e-16
525481,519.07,221.51,3.85e-13
525482,656.92,285.9,2.93e-18
525483,521.36,222.58,6.06e-11
525484,664.01,289.21,3.2e-19
525485,516.13,220.13,4.66e-14
525487,481.22,203.83,3.03e-12
525489,335.12,96.93,5.94e-5
525492,674.45,294.09,1.25e-19
525493,533.09,228.05,1.19e-13
525494,316.63,100.71,4.57e-5
525498,522.69,223.2,8.6e-14
525504,668.71,291.41,2.09e-19
525512,607.72,262.91,4.95e-17
525513,661.28,287.94,8.36e-20
525514,533.29,210.68,1.89e-13
525515,1393.6,349.84,6.2e-37
525522,576.9,248.52,1.97e-16
525524,454.99,179.96,2.48e-8
525525,519.5,221.71,3.72e-13
525526,517.12,220.59,8.2e-11
525527,509.05,216.83,8.89e-13
525528,517.12,220.59,8.2e-11
525529,576.9,248.52,1.97e-16
525531,1089.97,349.84,1.46e-33
525532,664.81,289.58,6.02e-20
525533,656.62,285.76,1.29e-19
525534,1210.46,349.84,1.34e-40
525536,656.62,285.76,1.29e-19
525538,664.81,289.58,6.02e-20
525540,594.28,256.64,1.63e-16
525541,620.28,268.78,3.72e-18
525543,546.33,234.24,3.56e-11
525544,596.22,257.54,1.37e-16
525545,527.04,225.23,5.9e-14
525546,437.81,164.02,3.66e-8
525547,581.86,250.84,7.64e-13
525548,531.48,212.88,4.36e-11
525549,587.19,253.33,1.21e-15
525550,573.61,231.46,2.15e-12
525554,526.91,206.79,3.31e-13
525557,531.82,212.01,2.02e-13
525558,528.3,225.82,5.29e-14
525560,554.03,237.84,2.03e-14
525562,554.03,237.84,2.03e-14
525563,399.01,148.47,1.1e-8
525564,486.1,206.11,5.98e-12
525566,544.53,233.4,1.29e-14
525569,473.46,184.19,2.79e-9
525574,488.11,207.05,1.68e-12
525575,516.91,220.5,4.35e-14
525577,473.46,184.19,2.79e-9
525578,509.8,217.17,8.19e-14
525579,673.51,293.65,2.67e-20
525581,516.91,220.5,4.35e-14
525582,511.9,218.16,6.8e-14
525585,494.75,210.15,9.53e-13
525594,546.14,234.15,3.17e-15
525596,992.64,349.84,1.88e-32
525597,959.88,349.84,3.01e-31
525600,NA,NA,NA
525601,815.8,349.84,4.97e-26
525602,504.52,214.71,1.31e-13
525603,895.78,349.84,2.37e-24
525605,671.31,292.62,3.28e-20
525606,509.29,216.94,8.72e-13
525607,443.46,171,2.96e-10
525608,476.41,201.58,4.57e-12
525609,531.95,212.24,1.99e-13
525610,486.09,206.1,5.99e-12
525611,533.29,210.68,1.89e-13
525612,449.75,181.79,1.16e-8
525615,489.33,207.62,4.58e-12
525616,549.29,235.62,8.13e-12
525617,281.99,72.48,0.00316
525619,546.63,234.38,9.85e-12
525620,509.59,217.08,8.35e-14
525621,385.3,132.39,4.17e-8
525622,589.27,254.3,6.37e-17
525623,559.6,240.44,3.86e-12
525624,509.05,216.83,8.89e-13
525625,464.36,178.88,5.42e-9
525630,477.8,185.97,6.28e-12
525631,464.36,178.88,5.42e-9
525633,466.17,196.8,3.09e-11
525634,390.83,155.68,1.48e-6
525636,425.26,158.91,1.41e-9
525637,409.92,112.2,6.6e-7
525638,469.96,198.37,2.33e-9
525640,457.39,192.7,6.34e-11
525643,508.26,216.46,1.54e-10
525649,527.99,225.67,5.43e-14
525650,467.59,193.91,3.01e-9
525652,553.93,237.79,5.68e-15
525654,813.62,349.84,5.94e-26
525655,626.44,271.66,4.14e-17
525658,573,246.7,1.07e-15
525660,549.74,223.8,4.08e-14
525661,721.67,316.14,2.91e-22
525663,267.47,69.97,0.00407
525665,827.77,349.84,1.18e-24
525666,830.94,349.84,9.26e-25
525667,1172.74,349.84,8.27e-38
525668,1196.69,349.84,1.11e-38
525669,843.67,349.84,3.49e-25
525670,832.06,349.84,8.5e-25
525673,1001.21,349.84,1.45e-27
525674,1731.85,349.84,0
525675,1351.13,349.84,2.24e-44
525678,1531.05,349.84,0
525679,1897.86,349.84,0
525681,2765.35,349.84,0
525687,763.96,335.9,2.29e-22
525688,1006.54,349.84,1.5e-29
525690,798.03,349.84,8.34e-23
525692,779.3,343.06,4.01e-22
525693,753.34,330.94,3.79e-21
525694,793.42,349.66,1.17e-22
525698,625.27,271.11,1.04e-17
525706,416.07,155.27,4.74e-10
525707,593.4,255.05,4.52e-17
525708,669.69,291.86,1.92e-19
525711,303.09,75.85,5.45e-4
525712,635.77,276.02,8.91e-19
525714,648.46,281.95,2.75e-19
525715,669.42,291.74,1.96e-19
525716,656.46,285.68,3.12e-15
525717,948.08,349.84,9.34e-30
525718,373.57,112.74,6.73e-8
525719,478.98,202.78,1.23e-9
525720,640.41,278.19,1.03e-14
525721,423.04,176.65,6.06e-8
525722,629.55,273.11,3.16e-17
525724,1005.48,349.84,8.66e-32
525725,1134.79,349.84,9.63e-38
525728,1166.56,349.84,1.39e-37
525733,504.01,214.47,1.35e-12
525734,487.51,203.22,1.95e-12
525736,797.5,349.84,1.19e-23
525737,432.65,170.5,6.29e-10
525738,496.14,208.18,2.95e-13
525739,789.77,347.96,3.17e-24
525740,413.27,157.25,1.36e-9
525741,422.97,165.17,5.56e-10
525744,451.39,189.89,3.8e-11
525747,641.52,278.7,1.12e-17
525748,630.81,273.7,2.09e-14
525750,639.99,277.99,1.28e-17
525752,1220.44,349.84,4.03e-38
525753,497.74,195.8,5e-10
525754,462.96,195.29,4.02e-11
525755,373.29,136.01,6.21e-6
525756,673,293.41,1.42e-19
525761,480.48,194.91,4.07e-12
525762,523.3,208.24,4.11e-13
525763,432.83,160.94,7.98e-10
525765,590.02,254.65,2.38e-16
525766,490.2,173.34,1.41e-9
525769,490.16,200.24,5.28e-12
525770,652.55,283.86,4.29e-18
525771,537.66,230.19,8.09e-14
525772,411.28,128.31,4.1e-7
525775,420.87,157.71,7.84e-10
525776,545.11,214.99,1.84e-11
525777,499.51,212.37,1.97e-12
525778,693.77,303.11,1.16e-19
525779,412.4,148.91,2.28e-7
525781,384.35,144.69,1.43e-8
525782,454.36,173.12,1.12e-8
525784,475.67,193.78,5.95e-12
525785,420.87,157.71,7.84e-10
525786,689.88,301.29,1.64e-19
525789,837.31,349.84,6.02e-21
525793,1454.61,349.84,0
525795,448.8,175.06,1.46e-8
525799,657.53,286.18,2.88e-15
525801,622.88,265.9,4.23e-14
525803,1441.59,349.84,0
525805,757.77,333.01,1.49e-18
525806,790.39,348.24,2.14e-23
525810,443.25,186.09,2.83e-11
525813,705.96,308.81,7.12e-21
525815,485.24,194.93,8.6e-12
525819,488.81,195.59,6.58e-12
525820,697.91,305.04,8.07e-20
525822,485.24,194.93,8.6e-12
525823,570.38,245.48,5.07e-15
525824,483.24,178.68,5.14e-12
525826,832.13,349.84,1.29e-26
525828,251.38,-0.83,0.0411
525829,456.7,150.46,2.02e-10
525830,255.18,44.34,0.0136
525831,606.5,262.35,1.26e-13
525833,428.7,153.21,5.05e-10
525837,456.7,150.46,2.02e-10
525840,800.91,349.84,6.02e-20
525841,740.08,324.75,3.13e-22
525845,1042.89,349.84,2.61e-34
525846,716.87,313.9,2.63e-21
525847,1025.81,349.84,1.12e-33
525848,1043.97,349.84,2.38e-34
525849,777.06,342.02,1.5e-24
525851,1022.38,349.84,3.12e-31
525852,332.37,97.02,1.99e-5
525855,1719.95,349.84,0
525857,755.13,331.77,1.83e-18
525859,1329.28,349.84,4.2e-45
525860,1800.62,349.84,0
525864,640.01,278,6.02e-19
525865,614.6,266.13,2.69e-17
525867,694.2,303.31,3.86e-21
525873,1115.58,349.84,5.07e-37
525874,517.35,220.7,4.45e-13
525875,548.69,235.34,8.49e-12
525880,368.75,140.31,3.23e-6
525881,632.37,274.43,1.87e-14
525882,955.54,349.84,4.34e-31
525883,955.54,349.84,4.34e-31
525885,776.56,341.78,7.42e-23
525889,584.7,252.17,1.5e-15
525894,657.22,286.04,5.9e-19
525897,662.46,288.49,3.68e-19
525898,959.32,349.84,4.45e-29
525899,680.17,296.76,7.43e-20
525901,729.24,319.68,5.06e-21
525902,503.73,214.34,1.39e-12
525904,985.95,349.84,5.52e-30
525905,729.92,320,7.96e-22
525906,1021.76,349.84,2.28e-32
525907,1086.39,349.84,1.1e-34
525908,634.21,275.29,1.03e-18
525910,776.28,341.65,1.11e-23
525911,776.56,341.78,7.42e-23
525913,502.77,195.22,3.79e-10
525914,659.7,287.2,2.3e-18
525916,708.6,310.04,3.14e-20
525917,620.53,268.9,6.9e-17
525919,412.31,147.48,2.38e-7
525922,539.03,214.2,2.7e-11
525923,481,200.68,1.16e-9
525924,466.36,168.51,6.36e-9
525925,711.17,311.24,5.14e-17
525927,720.95,315.81,2.45e-17
525928,481,200.68,1.16e-9
525929,499.89,212.55,1.91e-12
525930,601.03,259.79,2.18e-17
525932,855.3,349.84,1.92e-21
525934,781.42,344.05,4.79e-23
525936,1058.21,349.84,7.03e-35
525938,1081.42,349.84,9.6e-36
525941,823.3,349.84,1.66e-24
525947,1739.91,349.84,0
525949,1572.79,349.84,0
525951,1573.02,349.84,0
525955,1076.2,349.84,1.5e-35
525956,1530.66,349.84,0
525957,675.22,294.45,1.16e-19
525960,643.37,279.57,9.53e-18
525962,615.68,266.63,1.05e-16
