molecule_id,vp_est,total_atom_count,molecular_weight,alogp,number_of_minimal_rings,contains_ring_sugars
562477,1.33e-11,48,354.4,3.34,4,FALSE
562479,1.26e-35,183,1158.45,15.4,4,FALSE
562490,8.26e-9,50,338.4,1.96,1,FALSE
562491,2.07e-21,96,614.84,5.13,4,FALSE
562500,1.17e-16,64,449.55,4.81,4,FALSE
562504,4.9300000000000006e-21,91,661.63,4.02,3,TRUE
562507,4.73e-16,63,475.97,4.45,2,FALSE
562509,6.72e-9,45,302.42,5.34,4,FALSE
562511,1.9e-9,28,224.21,0.66,2,FALSE
562520,3.94e-11,95,484.85,11.79,0,FALSE
562521,4.98e-22,103,704.86,6.57,10,FALSE
562523,3.26e-13,40,328.32,1.44,4,FALSE
562529,0,147,1049.19,-1.55,5,FALSE
562530,2.22e-12,40,306.31,1.88,3,FALSE
562535,0,179,1147.47,-0.1,2,FALSE
562536,3.74e-12,52,336.43,3.39,1,FALSE
562541,1.96e-44,114,804.95,-0.46,4,FALSE
562551,8.49e-11,54,334.46,2.93,3,FALSE
562555,3.34e-24,116,688.94,6.75,1,TRUE
562556,7.8e-26,74,606.58,2.38,7,FALSE
562558,6.93e-25,83,575.71,2.43,7,FALSE
562571,2.24e-13,49,348.39,1.26,5,FALSE
562572,0,156,1047.26,-1.9,4,FALSE
562576,9.66e-12,44,284.35,0.78,2,FALSE
562582,0,202,1325.66,0.09,2,FALSE
562586,2.36e-13,43,350.32,-0.03,3,FALSE
562596,2.25e-13,59,359.51,3.41,3,FALSE
562598,0,134,932.04,-3.2,1,FALSE
650892,3.62,28,138.25,3.7,0,FALSE
515161,2.12e-13,52,380.44,3.61,3,FALSE
562612,3.08e-7,41,236.35,2.5,3,FALSE
562614,0,150,1042.24,3.41,6,FALSE
562621,0,167,1172.29,0.88,5,TRUE
562622,2.06e-32,101,770.23,1,5,TRUE
562623,8.76e-16,53,365.43,1.98,1,FALSE
562624,0,261,1718.12,-3.49,1,FALSE
562637,0,168,1184.3,1.04,5,TRUE
562642,0,124,896.44,-1.89,3,FALSE
562647,0,168,1184.3,1.04,5,TRUE
562651,1.39e-13,32,306.23,1.28,3,FALSE
562657,1.43e-24,68,469.53,-0.27,2,TRUE
562659,9.58e-19,67,454.57,1.24,4,FALSE
562664,4.15e-11,61,428.67,6.58,2,FALSE
562668,7.54e-28,102,663.87,2.58,2,FALSE
562669,0,110,776.84,-1.71,2,TRUE
404030,7.08e-15,68,470.56,4.64,4,FALSE
562676,1.13e-18,52,444.39,1.07,5,FALSE
562677,5.25e-9,44,280.36,1.51,3,FALSE
562691,6.400000000000001e-22,76,525.61,-2.57,0,FALSE
562694,4.49e-7,32,225.29,3.84,3,FALSE
562701,1.31e-9,47,272.38,1.06,2,FALSE
562707,7.45e-6,30,222.24,1.99,1,FALSE
562718,6.6e-17,48,380.4,4.18,3,FALSE
562724,2.21e-11,35,312.28,2.58,5,FALSE
562725,0,287,1949.33,-4.7,3,FALSE
398911,3.34e-18,76,452.64,3.5,1,FALSE
562729,1.05e-12,81,456.71,6.79,6,FALSE
562732,2.29e-12,28,237.22,-0.76,2,FALSE
562735,7.41e-13,63,398.54,6.65,1,FALSE
562738,5.76e-6,28,172.22,0.22,0,FALSE
562741,6.87e-13,45,322.36,2.91,2,FALSE
562743,4.15e-10,95,462.85,11.68,0,FALSE
562744,2.22e-8,32,228.24,0.76,1,FALSE
562747,6.87e-13,45,322.36,2.91,2,FALSE
562754,2e-31,106,808.83,1.6,7,TRUE
562760,5.49e-9,39,295.34,3.82,2,FALSE
562767,0,286,1937.32,-5.29,2,FALSE
562770,3.28e-20,51,383.35,-5.25,2,TRUE
562783,2.5099999999999993e-40,126,848.05,3.74,3,FALSE
562793,1.9e-9,35,264.28,1.72,2,FALSE
562794,1.28e-8,34,226.27,1.29,1,FALSE
562798,4.18e-12,42,348.35,3.65,4,FALSE
562800,0.0177,20,138.17,1.59,1,FALSE
562815,1.56e-13,39,320.3,1.41,2,FALSE
562817,4.27e-23,63,491.57,1.28,3,FALSE
562819,3.95e-12,40,276.34,0.96,2,FALSE
562822,5.26e-39,114,744.92,-3.06,0,FALSE
562829,2.64e-17,70,447.62,4.79,4,FALSE
398933,1.43e-20,70,515.56,0.82,7,FALSE
562831,3.01e-12,67,441.57,4.48,2,FALSE
562835,2.19e-11,42,343.34,3,3,FALSE
562838,8.68e-5,40,224.34,4.18,0,FALSE
562840,3.07e-8,27,191.23,1.08,2,FALSE
562846,1.11e-6,57,331.5,5.22,3,FALSE
562857,1.04e-20,52,464.57,2.69,8,FALSE
562859,1.04e-20,52,464.57,2.69,8,FALSE
562868,2.72e-7,35,238.28,1.79,2,FALSE
562870,5.02e-8,31,234.25,1.09,1,FALSE
562881,7.76e-13,41,318.33,1.51,3,FALSE
562883,7.85e-41,116,810.95,1.72,3,FALSE
619361,2.5e-27,90,652.69,1.26,3,FALSE
562894,1.27e-21,97,628.8,5.08,5,FALSE
562899,7.22e-31,116,771.96,-0.11,3,FALSE
515704,1.24e-6,48,271.4,3.19,0,FALSE
701107,6.92e-11,81,426.73,8.17,5,FALSE
562918,5.49e-14,54,364.44,0.97,4,FALSE
562921,1.82e-16,37,439.63,3.18,5,FALSE
562923,3.43e-16,52,414.41,2.03,4,TRUE
562925,0,182,1161.5,0.29,2,FALSE
562928,4.76e-12,52,332.44,3.37,3,FALSE
562931,1.46e-14,47,372.37,2.33,4,FALSE
562934,0,168,1087.41,4.41,4,FALSE
562935,4.98e-5,22,183.64,2.25,1,FALSE
562937,2.97e-9,59,367.96,5.69,1,FALSE
562940,2.6e-13,47,350.37,1.91,2,FALSE
563134,0,185,1175.52,0.68,2,FALSE
562946,3.09e-7,34,222.28,2.13,1,FALSE
562947,5.83e-13,40,315.32,2.26,3,FALSE
562951,1.34e-26,94,619.81,2.66,3,FALSE
562955,2.4e-30,123,808.03,3.5,3,FALSE
563073,3.64e-14,61,404.5,4.24,2,FALSE
562961,9.57e-12,43,329.35,2.56,3,FALSE
562964,7.62e-11,35,289.36,2.99,2,FALSE
562966,4.15e-14,44,345.35,1.66,3,FALSE
562968,7.62e-11,35,289.36,2.99,2,FALSE
562980,1.11e-14,64,479.44,7.12,2,FALSE
562981,3.45e-17,47,394.38,2.38,4,FALSE
562992,1.29e-11,53,348.44,3.52,3,FALSE
562993,0,188,1260.59,3.83,9,FALSE
563075,9.89e-14,49,348.4,2.55,2,FALSE
562996,7.46e-17,70,494.03,4.39,3,FALSE
562997,6.32e-7,31,212.24,1.44,1,FALSE
562999,3.99e-15,67,437.58,4.19,7,FALSE
563006,3.98e-19,48,410.38,1.35,4,FALSE
619373,8.66e-17,66,504.59,6.67,6,FALSE
563012,1.24e-22,88,590.71,4.31,4,FALSE
563013,1.02e-16,74,506.59,1.64,4,FALSE
563020,5.25e-9,38,256.3,-0.03,1,FALSE
563026,0,245,1826.23,-4.75,6,FALSE
563030,5.59e-16,75,518.6,2.1,4,FALSE
563031,5.57e-11,37,362.29,0.87,7,FALSE
563039,2.2499999999999994e-42,118,821.97,0.61,2,FALSE
563041,1.92e-12,36,280.28,-0.26,1,FALSE
563042,7.89e-11,44,298.38,3.89,4,FALSE
563053,0,226,1985.97,2.82,16,TRUE
548650,3.77e-15,71,522.55,1.13,5,FALSE
548651,2.34e-9,54,304.47,4.54,2,FALSE
548652,1.14e-7,49,309.88,4.99,0,FALSE
262360,1.37e-15,95,664.75,3.67,4,FALSE
185837,0.00897,37,202.34,4.65,0,FALSE
185840,8.65e-8,58,330.51,6.45,1,FALSE
519516,1.47e-7,55,320.47,4.98,0,FALSE
553248,2.78e-12,33,288.25,2.38,3,FALSE
548662,5.25e-16,52,392.4,1.63,3,TRUE
534637,1.4e-11,68,388.59,5.72,1,FALSE
548663,2.64e-9,39,290.32,3.52,2,FALSE
548664,1.85e-8,41,244.33,1.49,1,FALSE
399807,1.73e-5,27,182.22,1.16,2,FALSE
548666,3.01e-12,76,414.67,6.53,4,FALSE
553925,1.83e-10,66,386.58,6.18,4,FALSE
548667,1.51e-10,59,462.45,1.07,6,FALSE
548668,5.69e-7,52,310.43,3.96,3,FALSE
548669,1.24e-11,56,340.46,2.64,1,FALSE
242354,1.89e-11,73,443.63,6.5,1,FALSE
542709,8.43e-13,76,436.68,7.52,3,FALSE
548674,6.83e-8,55,320.47,3.99,4,FALSE
548675,7.43e-13,55,350.46,3.22,1,FALSE
548676,4.85e-14,62,438.52,4.61,3,FALSE
548681,3.59e-8,44,328.28,5.23,0,FALSE
25992,1.34e-4,27,174.25,1.93,2,FALSE
548690,3.07e-9,59,337.5,4.54,1,FALSE
520974,3.71e-6,53,326.43,3.94,1,FALSE
548691,2.9700000000000003e-21,93,584.75,3.55,3,TRUE
548692,4.08e-10,57,430.45,3.21,4,FALSE
44881,5.84e-22,167,891.51,20.9,0,FALSE
548696,1.08e-16,73,555.02,2.43,3,FALSE
521447,3.61e-12,41,384.23,0.3,2,FALSE
548701,1.26e-6,41,315.25,3.42,3,FALSE
548705,2.71e-12,33,411.05,2.19,1,FALSE
521487,1.45e-8,44,289.38,2.61,3,FALSE
512941,1.1e-19,56,431.44,0,3,FALSE
548703,NA,305,2054.42,2.66,24,FALSE
548706,NA,407,2648.17,-6.58,10,TRUE
548707,4.2e-4,40,299.25,4.45,3,FALSE
18438,5.06e-6,22,222.63,1.4,2,FALSE
548709,2.52e-44,176,1171.38,1.59,9,TRUE
515249,1.19e-6,54,304.47,5.28,1,FALSE
518087,0.00167,22,155.18,-0.36,1,FALSE
522188,2.16e-4,38,234.41,4.75,2,FALSE
522200,5.67e-12,42,308.33,2.45,3,FALSE
21821,8.7e-5,28,354.93,5.13,1,FALSE
558844,6.97e-4,30,192.26,2.29,3,FALSE
522210,1.43e-6,39,238.33,1.92,3,FALSE
522213,3.04e-9,39,268.78,2.58,2,FALSE
548715,2.76e-6,40,299.25,4.21,2,FALSE
577952,0,157,1023.25,-10.09,0,FALSE
65940,6.26e-9,51,316.44,3.42,4,FALSE
679551,1.15e-40,108,803.92,5.89,5,FALSE
580762,6.88e-8,30,222.24,1.66,2,FALSE
559619,7.83e-21,71,466.58,2.02,3,FALSE
559683,2.94e-23,123,703.01,7.15,1,TRUE
559896,0,145,1029.16,-4.01,3,FALSE
560014,0,132,1022.12,-2.89,3,FALSE
560091,9.21e-25,71,566.56,3.15,6,FALSE
548718,7.01e-5,38,297.24,4.56,2,FALSE
551963,5.46e-17,70,571.53,4.99,3,FALSE
66032,7.6e-6,52,302.46,5.11,3,FALSE
551964,3.73e-17,73,541.11,5.22,3,FALSE
582581,1.23e-10,34,256.25,-0.4,2,TRUE
583100,2.29e-15,57,426.47,4.29,3,FALSE
548719,2.37e-11,68,489.49,7.42,4,FALSE
560999,4.839999999999999e-23,60,538.89,-1.22,7,FALSE
561109,3.1499999999999992e-40,146,912.23,2.5,2,FALSE
548722,4.29e-8,54,304.47,4.94,2,FALSE
561511,2.79e-15,58,442.46,1.68,7,FALSE
561541,9.3e-10,62,446.97,5.38,3,FALSE
561575,2.96e-23,81,529.68,4.72,2,FALSE
561629,1.81e-19,71,463.62,3.91,4,FALSE
548723,2.5e-9,54,304.47,4.7,1,FALSE
548724,1.52e-7,55,320.47,4.54,1,FALSE
548726,2.09e-6,40,299.25,4.21,2,FALSE
548727,1.55e-5,40,368.14,5.24,3,FALSE
561746,1.74e-25,68,561.54,1.6,6,FALSE
561779,3.28e-17,67,484.55,3.18,4,FALSE
561967,1.49e-19,76,504.62,3.69,2,FALSE
548728,6.52e-10,69,490.55,3.13,4,FALSE
548730,1.23e-4,42,222.37,3.47,3,FALSE
562567,4.05e-9,49,335.4,1.37,5,FALSE
562763,1.61e-18,67,480.65,5.54,1,FALSE
562764,0,180,1415.58,-7.7,6,TRUE
548732,0,231,1405.89,9.08,5,FALSE
562854,1.68e-11,36,276.29,1.78,3,FALSE
66033,3.71e-5,42,222.37,3.47,3,FALSE
563037,1.28e-21,84,517.71,5.24,2,TRUE
548733,1.45e-16,70,521.49,5.51,4,FALSE
563080,3.859999999999999e-42,110,949.7,1.98,2,FALSE
563564,1.04e-11,36,306.27,1.47,3,FALSE
548734,4.88e-7,47,456.65,5.6,2,FALSE
563800,0,173,1271.39,-1.37,7,FALSE
563944,1.46e-16,65,425.52,2.49,2,TRUE
563945,1.21e-14,66,420.55,3.78,1,TRUE
548738,1.01e-7,53,288.47,5.73,1,FALSE
548739,1.28e-15,87,552.71,3.87,3,FALSE
549256,3.34e-10,33,288.25,1.19,3,FALSE
564666,1.99e-7,35,216.28,0.85,1,FALSE
549259,2.02e-13,35,350.71,2.29,3,FALSE
258610,5.01e-16,56,395.52,3.3,3,FALSE
548790,NA,391,2553.03,-8.28,10,TRUE
548791,3.43e-8,60,362.51,4.36,4,FALSE
565229,0,228,1658.78,-5.83,3,FALSE
572579,3.85e-12,68,392.58,4.48,4,FALSE
413596,1.17e-12,38,296.33,2.94,3,FALSE
549403,3.2e-6,40,254.8,4.06,0,FALSE
516714,1.99e-16,44,552.06,3.95,2,FALSE
516738,9.08e-11,22,422.92,3.26,1,FALSE
401161,1.02e-10,43,320.34,3.08,2,FALSE
573274,3.46e-7,55,298.47,5.51,0,FALSE
573379,3.17e-4,21,155.2,2.75,2,FALSE
565956,3.04e-17,55,411.45,4.25,3,FALSE
619172,8.63e-6,72,336.65,9.22,1,FALSE
573643,5.42e-4,28,190.24,2.59,2,FALSE
566051,1.67e-12,50,390.39,3.37,2,FALSE
566077,3.28e-17,67,484.55,3.18,4,FALSE
532310,8.97e-8,60,336.52,6.09,1,FALSE
566240,5.04e-17,66,468.55,3.66,5,FALSE
574087,NA,5,100.09,-2.83,0,FALSE
574241,0.00187,24,164.2,2.09,1,FALSE
566427,1.92e-11,46,308.37,2.81,2,FALSE
574298,1.26e-12,55,350.46,3.46,1,FALSE
566503,1.68e-7,29,215.25,2.33,2,FALSE
574557,2.97e-32,89,641.71,1.64,4,FALSE
574558,3.66e-40,143,963.18,2.31,4,FALSE
574559,2.63e-20,44,394.37,-4.59,3,FALSE
574560,9.39e-29,92,681.74,3.24,5,FALSE
574566,1.29e-32,115,777.96,2.29,3,FALSE
574567,1.43e-33,115,777.96,2.33,3,FALSE
574568,1.29e-32,115,777.96,2.29,3,FALSE
574571,7.33e-23,82,545.68,1.71,2,FALSE
574572,2.6999999999999994e-33,121,806.02,3.07,3,FALSE
574573,0,145,1048.18,-0.98,5,TRUE
574581,0,122,887,-0.16,5,FALSE
574582,2.81e-41,149,1072.08,5.87,4,TRUE
574589,1.07e-25,109,692.89,4.02,5,TRUE
574597,2.21e-19,78,524.66,3.3,2,FALSE
574598,3.51e-16,59,463.49,4.06,3,FALSE
574600,4.62e-17,84,531.74,5.21,6,FALSE
574606,0.0093,30,196.25,2.03,0,FALSE
574610,9.52e-10,58,386.49,3.31,6,FALSE
574617,1.87e-16,68,448.56,1.03,6,FALSE
574620,4.91e-24,66,598.52,3.88,5,FALSE
574621,1.96e-28,91,657.2,4.5,3,FALSE
574622,5.12e-25,68,560.51,-1.25,5,TRUE
574639,2.02e-43,98,707.74,-6.28,1,FALSE
574641,0,164,1154.28,-4.85,4,FALSE
574642,2.3e-23,72,495.58,-0.87,2,FALSE
574643,4.55e-28,87,653.62,0.89,3,FALSE
574646,0,149,1058.15,-4.78,4,TRUE
574655,2.6e-11,70,407.6,4.89,2,FALSE
574657,2.66e-44,125,929.89,2.5,3,FALSE
574661,0.00237,35,208.3,3.12,1,FALSE
574662,0,108,900.8,-2.71,3,FALSE
574669,0,185,1175.52,0.68,2,FALSE
574677,4.76e-19,70,520.02,2.95,3,FALSE
574678,8.46e-12,65,426.56,4.09,5,FALSE
574681,2.53e-25,58,473.49,2.38,7,TRUE
574686,1.2599999999999998e-29,88,643.19,0.98,4,FALSE
574690,3.410000000000001e-21,68,468.5,-6.39,3,TRUE
574699,0,145,934.19,2.25,2,FALSE
574701,2.76e-4,43,221.39,5.38,0,FALSE
574702,5.57e-4,43,221.39,5.23,0,FALSE
574705,8.45e-27,84,594.66,1.49,2,FALSE
574708,4.86e-17,57,456.45,1.36,5,FALSE
574709,5.68e-19,58,472.45,0.33,5,FALSE
574723,4.87e-18,59,458.46,1.76,5,FALSE
574746,6.85e-23,79,505.65,3.61,2,FALSE
574748,1.34e-22,79,505.65,3.61,2,FALSE
574755,2.06e-11,185,1324.37,-0.62,4,TRUE
574759,2.01e-24,64,566.52,4.36,6,FALSE
574765,3.84e-25,58,538.46,3.75,6,FALSE
574767,5.399999999999999e-38,157,1008.31,4.5,4,FALSE
574770,1.4e-21,67,562.53,2.23,7,FALSE
574771,1.06e-10,38,308.29,1.22,2,FALSE
574773,6.7e-17,54,430.46,4.24,6,FALSE
574774,1.45e-4,21,180.16,0.86,1,FALSE
574782,1.91e-12,80,444.7,6.29,4,FALSE
574787,5.609999999999999e-35,83,616.74,-0.06,3,FALSE
574791,2.83e-22,82,562.66,3.73,2,FALSE
574793,1.39e-26,110,704.9,5.3,2,FALSE
566821,9.38e-15,78,446.67,5.67,4,FALSE
574797,1.12e-36,97,829.92,3.58,6,FALSE
574799,6.24e-33,89,760.86,3.95,6,FALSE
574800,1.46e-22,72,492.62,3.19,5,FALSE
574802,6.19e-20,87,567.77,6.92,8,FALSE
574809,1.77e-15,36,301.26,-4.47,6,FALSE
574810,1.62e-16,87,514.75,5.74,4,FALSE
574812,2.24e-10,85,478.77,6.47,6,FALSE
574818,2.99e-23,79,553.65,5.04,4,FALSE
574822,2.0899999999999994e-23,76,535.64,5.53,3,FALSE
574826,7.13e-15,64,484.55,4.38,5,FALSE
574832,1.4e-18,63,428.53,3.4,3,FALSE
574836,0,129,1116.1,0.68,6,FALSE
574837,0.00169,19,186.59,1.18,1,FALSE
574844,2.6600000000000003e-27,76,638.58,2.26,6,FALSE
574845,9.02e-34,143,918.13,1.87,5,TRUE
574846,2.23e-22,108,667.89,3.93,1,FALSE
566886,5.96e-11,34,278.26,1.75,2,FALSE
574858,0,270,1682.18,9.16,7,TRUE
574871,7.08e-8,39,229.33,-0.87,0,FALSE
574884,0,125,920.97,-4.06,1,FALSE
574885,1.33e-18,65,465.55,2.63,6,FALSE
574887,4.58e-21,65,465.55,2.47,5,FALSE
574889,4.58e-21,65,465.55,2.47,5,FALSE
574894,3.1200000000000004e-21,59,515.47,2.74,7,FALSE
574905,0.00802,46,226.4,5.13,0,FALSE
574907,2.04e-12,56,336.47,2.01,4,FALSE
574910,5e-12,53,348.44,2.46,5,FALSE
574913,4.64e-13,60,392.49,1.91,5,FALSE
574916,4.64e-13,67,431.64,4.74,3,FALSE
574927,3.0400000000000004e-27,103,654.79,0.43,2,TRUE
574928,5.429999999999998e-42,110,756.9,-0.97,3,FALSE
574929,2.47e-20,64,548.98,5.6,5,FALSE
574931,5.09e-20,59,472.49,5.22,5,FALSE
574932,9.46e-21,61,534.95,5.3,5,FALSE
574933,1.23e-19,64,514.53,4.95,5,FALSE
574945,8.53e-29,76,638.58,1.85,6,FALSE
574949,6.88e-19,78,546.66,4.4,5,FALSE
574959,1.25e-17,65,482.53,3.82,4,FALSE
574962,7.43e-15,52,430.48,2.61,2,FALSE
574964,2.91e-22,83,553.7,2.88,6,FALSE
574967,1.83e-27,76,638.58,2.27,6,FALSE
574980,7.01e-45,128,950.03,-3.11,5,TRUE
574984,2.99e-22,96,621.82,4.99,8,FALSE
574986,1.57e-22,97,637.81,4.2,9,FALSE
574987,2.99e-22,96,621.82,4.99,8,FALSE
574988,8.11e-10,94,498.84,9.46,5,FALSE
574990,5.55e-15,57,434.44,1.36,4,FALSE
575006,5.2e-5,43,238.37,4.57,0,FALSE
575018,1.4e-19,64,452.5,1.24,2,TRUE
575020,3.8199999999999996e-23,86,641.16,4.49,4,FALSE
575028,1.46e-16,72,458.65,5.85,1,FALSE
575029,8.64e-18,79,498.71,6.79,1,FALSE
575030,4.829999999999999e-23,63,512.49,0.27,6,FALSE
575034,7.28e-25,112,661.99,7.99,0,FALSE
575037,8.28e-23,83,518.7,3.09,2,FALSE
575050,8.98e-30,117,758.99,7.42,9,FALSE
575053,7.37e-26,93,631.83,5.66,4,FALSE
575056,2.04e-31,111,758.86,1.96,5,TRUE
575857,2.3000000000000003e-22,87,635.15,4.32,4,FALSE
575070,1.42e-24,76,638.58,2.48,6,FALSE
575081,3.36e-21,84,564.67,2.67,4,FALSE
575082,1.01e-18,83,548.67,4.22,4,FALSE
575086,0.211,23,152.19,1.83,1,FALSE
575095,7.93e-27,70,588.52,-0.81,5,TRUE
575098,1.77e-13,41,336.34,1.97,5,FALSE
619942,2.4e-13,44,328.36,2.06,4,FALSE
575100,8.6e-14,69,460.57,2.74,4,FALSE
575103,1.9499999999999994e-23,65,498.48,-0.47,3,TRUE
575104,1.29e-11,37,292.29,1.57,2,FALSE
575119,5.94e-18,79,574.75,4.49,4,FALSE
575128,0,161,1140.26,-5.24,4,FALSE
69952,2.3e-9,57,344.5,4.87,3,FALSE
575130,9.55e-25,94,619.81,2.56,3,FALSE
575131,6.65e-19,70,459.58,3.64,3,FALSE
575132,2.84e-23,89,655.19,4.73,4,FALSE
575133,1.33e-20,73,495.62,2.53,2,FALSE
575134,2.31e-22,75,528.65,3.83,6,FALSE
575139,0.00991,24,194.39,3.83,1,FALSE
575143,1.43e-33,97,636.79,2.14,1,FALSE
575144,3.94e-24,71,580.59,4.6,7,FALSE
575149,9.3e-17,42,365.34,1.66,4,FALSE
575152,3.65e-28,93,633.79,2.17,4,FALSE
575155,4.49e-13,72,566.96,6.64,1,FALSE
575157,5.8800000000000005e-21,64,427.55,1.85,3,FALSE
575160,0.0215,42,196.38,5.32,1,FALSE
575164,8.2e-16,50,377.39,0.99,5,FALSE
575165,1.74e-17,65,501.59,6.41,5,FALSE
575169,1.12e-44,174,1140.43,2.57,3,FALSE
575176,1.27e-20,51,433.42,1.98,6,FALSE
575179,1.27e-20,51,433.42,1.98,6,FALSE
575180,5.090000000000001e-22,57,456.45,0.75,5,FALSE
575182,2e-15,59,441.48,2.34,4,FALSE
575183,1.56e-24,54,524.39,1.66,6,FALSE
575184,3.84e-16,63,433.55,4.08,6,FALSE
575185,3.64e-20,49,436.43,3.28,7,FALSE
575188,9.7e-26,78,644.59,-0.11,5,TRUE
575192,6.25e-19,67,471.55,3.78,4,FALSE
575197,0,197,1230.58,2.82,2,FALSE
575200,6.84e-14,67,411.59,4.68,4,FALSE
575201,0,155,1065.23,-3.34,4,FALSE
575204,0,258,1704.09,-3.88,1,FALSE
575208,1.05e-11,60,366.5,2.41,4,FALSE
575209,1.32e-14,68,418.57,3.22,3,FALSE
575212,8.61e-18,68,470.56,3.45,5,FALSE
575213,4.21e-19,67,484.55,2.63,5,FALSE
575216,1.46e-19,75,496.61,1.1,3,TRUE
575219,9.61e-12,64,392.54,3.98,5,FALSE
575222,5.24e-29,115,733.95,2.66,2,FALSE
575228,2.05e-29,116,745.96,2.83,2,FALSE
575235,5.36e-27,72,618.59,5.4,7,FALSE
575236,1.99e-17,66,451.56,3.89,6,FALSE
575238,0,131,924.07,0.49,3,FALSE
575249,8.25e-19,60,445.52,3.14,8,FALSE
575251,0,140,960.09,-2.42,1,FALSE
575252,1.33e-15,64,405.54,3.7,2,FALSE
575263,3.77e-28,117,758.99,8.25,10,FALSE
575267,4.92e-16,67,419.56,4.09,2,FALSE
575271,1.76e-11,64,384.56,5.05,3,FALSE
575279,2.39e-40,127,902.13,3.31,4,FALSE
575280,1.38e-19,63,503.56,2.51,9,FALSE
575292,8.68e-16,75,488.62,3.61,5,FALSE
575294,1.48e-29,87,626.71,-0.02,3,FALSE
575296,0,219,1548.76,-5.36,4,FALSE
575297,1.25e-14,75,471.64,5.2,2,FALSE
575306,1.3299999999999995e-23,72,560.55,0.74,5,TRUE
575307,1.17e-12,68,405.58,3.16,3,FALSE
575308,4.61e-24,69,564.54,1.41,7,FALSE
575310,4.8799999999999994e-24,106,705.33,9.66,6,FALSE
575316,0,143,1070.12,-0.17,3,FALSE
575320,5.91e-22,89,606.71,4.8,4,FALSE
575321,1.94e-31,79,556.62,-3.47,2,FALSE
575331,4.06e-13,38,278.31,1.91,1,FALSE
575332,0,142,1038.13,-0.59,4,TRUE
575338,4.8e-31,97,674.86,2.57,2,FALSE
575339,1.41e-23,58,538.46,3.88,7,FALSE
575341,0,261,1718.12,-3.63,1,FALSE
575349,5.23e-32,111,738.37,3.17,2,FALSE
575366,1.38e-16,82,555.72,5.43,8,FALSE
575367,3.25e-27,53,464.39,-3.66,4,FALSE
575370,1.28e-18,92,587.8,6.82,8,FALSE
575377,3.68e-25,85,625.16,5,3,FALSE
575378,3.5899999999999998e-31,144,865.15,4.98,2,TRUE
575382,3.25e-38,156,948.3,3.07,1,FALSE
575384,6.08e-25,103,699.84,5.44,6,FALSE
575387,0,164,1051.33,1.79,1,FALSE
575391,0,169,1067.38,2.4,1,FALSE
575392,8.98e-19,75,493.64,3.74,4,FALSE
575399,6.48e-10,18,157.13,-1.44,0,FALSE
575408,6.45e-17,56,448.42,2.66,3,FALSE
575410,2.36e-17,59,462.45,3.05,3,FALSE
575415,7.47e-9,54,352.47,5.32,3,FALSE
575416,2.36e-17,59,462.45,3.05,3,FALSE
575419,4.53e-15,80,604.1,4.09,3,FALSE
575423,9.01e-15,74,572.05,4.39,3,FALSE
575426,2.6799999999999998e-25,62,507.5,1.26,5,FALSE
575427,2.6799999999999998e-25,62,507.5,1.26,5,FALSE
575428,2.7e-18,59,454.48,2.84,4,FALSE
575435,0,119,818.93,-6.44,2,FALSE
575447,1.21e-15,62,412.53,5.75,1,FALSE
575469,3.14e-28,120,747.03,7.94,2,TRUE
575473,0,182,1275.52,-0.1,6,FALSE
575476,2.54e-15,79,523.11,5.51,1,FALSE
575482,1.45e-25,87,591.7,4.24,1,FALSE
575485,5.01e-26,86,675.61,5.08,4,FALSE
575486,4.61e-17,57,505.36,5.95,2,FALSE
575487,2.3e-15,47,451.27,4.52,2,FALSE
575495,5.39e-27,62,535.53,-1.29,4,FALSE
575503,4.62e-44,127,898.02,2.8,3,FALSE
575575,6.17e-20,53,422.44,1.76,3,FALSE
575512,9.83e-14,52,363.46,3.77,6,FALSE
575513,0,128,889.06,-0.27,5,FALSE
575524,1.06e-16,71,437.62,5.71,4,FALSE
575529,1.06e-16,71,437.62,5.71,4,FALSE
575530,0,113,940.36,1.18,6,FALSE
575531,6.740000000000001e-22,71,522.55,0.13,3,FALSE
575546,1.19e-32,85,736.85,-0.51,6,FALSE
575548,6.53e-33,80,694.81,-1.08,6,FALSE
575550,0,188,1189.55,1.07,2,FALSE
575553,2.72e-15,69,456.58,4.82,4,FALSE
575559,2.75e-20,55,424.45,3.4,3,FALSE
575560,1.0099999999999999e-32,79,591.62,-1.76,3,FALSE
575561,2.7e-16,63,472.54,3.65,5,FALSE
575563,1.25e-15,59,432.47,2.32,6,FALSE
575566,3.15e-14,64,414.54,4.4,5,FALSE
575568,7.54e-33,86,631.69,-0.58,4,FALSE
575573,5.55e-12,73,426.64,5.6,6,FALSE
575574,5.71e-7,32,250.25,2.25,2,FALSE
575580,4.23e-31,118,774.99,6.39,9,FALSE
575584,3.31e-18,69,443.58,2.38,3,FALSE
575586,1.07e-29,91,604.75,-0.51,3,FALSE
575587,9.65e-17,69,435.61,4.79,4,FALSE
575592,4.05e-15,84,496.73,7.47,1,FALSE
575593,3.04e-25,75,596.59,0.92,7,FALSE
575599,1.89e-19,80,505.7,6.02,4,FALSE
575602,5.89e-16,92,540.84,7.34,4,FALSE
575606,0,193,1204.54,0.46,2,TRUE
575607,5.31e-10,26,196.21,-0.36,1,FALSE
575609,7.06e-12,81,456.71,6.95,4,FALSE
575612,1.89e-19,80,505.7,6.02,4,FALSE
