molecule_id,cluster_e,cluster_a,aop_oh_half_life_hours,is_stable
88759,3,7,13.44,TRUE
88760,2_1,7,0.823,TRUE
88869,3,7,3.78,TRUE
88906,3,7,0.609,TRUE
88921,3,7,1.08,TRUE
89057,3,7,3.816,TRUE
88948,3,7,1.908,TRUE
88966,3,7,10.176,TRUE
89002,3,7,1.584,TRUE
89039,5_3,5_1,0.516,TRUE
89180,3,7,0.634,TRUE
89288,2_1,7,15.012,TRUE
89298,3,7,2.964,TRUE
89305,3,7,0.636,TRUE
89350,3,7,0.996,TRUE
89359,3,7,21.192,TRUE
89488,3,7,1.7879999999999998,TRUE
89493,3,7,15.432,TRUE
92876,3,7,4.644,TRUE
89646,5_3,5_1,0.528,TRUE
89710,3,7,2.268,TRUE
89721,3,7,21.312,TRUE
89746,3,7,0.504,TRUE
89768,8,7,3.5279999999999996,TRUE
89774,3,7,5.784,TRUE
89794,3,7,1.428,TRUE
89831,3,7,0.525,TRUE
89868,3,7,0.792,TRUE
89897,3,7,0.571,TRUE
89900,3,7,2.028,TRUE
90038,3,7,3.012,TRUE
90104,3,7,1.456,TRUE
90118,3,7,3.396,TRUE
90393,3,7,1.02,TRUE
90395,2_1,7,21.588,TRUE
90432,3,7,1.076,TRUE
90959,3,7,0.5880000000000001,TRUE
90497,3,7,0.581,TRUE
90674,3,7,0.72,TRUE
90787,3,7,1.452,TRUE
90811,3,7,1.972,TRUE
90830,3,7,0.785,TRUE
90907,3,7,2.88,TRUE
90933,3,7,3.492,TRUE
90971,3,7,18.648,TRUE
90979,3,7,19.14,TRUE
91094,5_3,5_1,0.528,TRUE
91144,3,7,4.5600000000000005,TRUE
91170,3,7,9.036,TRUE
92659,3,7,1.224,TRUE
91223,3,7,1.344,TRUE
146289,3,7,233.16,TRUE
91292,3,7,19.116,TRUE
91309,3,7,5.5200000000000005,TRUE
91320,3,7,21.444,TRUE
91325,3,7,98.184,TRUE
91348,5_3,4,0.72,TRUE
91399,3,7,2.1239999999999997,TRUE
91360,1_2,2_1,0.948,TRUE
91413,3,7,11.724,TRUE
91447,3,7,1.308,TRUE
91540,3,7,0.528,TRUE
91502,3,7,5.412,TRUE
91521,3,7,501.2999999999999,TRUE
92197,3,7,3.12,TRUE
92358,8,7,6.384,TRUE
92371,3,7,81.99600000000001,TRUE
92428,3,7,11.268,TRUE
92412,1_2,2_1,0.768,TRUE
92421,3,7,2.604,TRUE
92489,3,7,2.3040000000000003,TRUE
92684,5_3,5_1,0.516,TRUE
92760,5_3,5_1,0.5640000000000001,TRUE
92880,3,7,179.112,TRUE
92963,3,7,1.812,TRUE
93123,3,7,0.792,TRUE
93153,2_1,7,2.208,TRUE
93176,3,7,2.568,TRUE
93195,3,7,1.044,TRUE
93342,2_1,7,0.648,TRUE
93542,5_3,4,0.6000000000000001,TRUE
93544,3,7,1.44,TRUE
93548,8,7,6.36,TRUE
93560,3,7,4.188,TRUE
93562,3,7,4.247999999999999,TRUE
93586,3,7,2.04,TRUE
93597,3,7,1.608,TRUE
93606,3,7,1.536,TRUE
93631,3,7,1.224,TRUE
93653,3,7,0.636,TRUE
93711,3,7,1.608,TRUE
93994,2_1,7,3.828,TRUE
93820,3,7,2.88,TRUE
93862,3,7,0.636,TRUE
93879,3,7,26.604,TRUE
93926,3,7,2.1719999999999997,TRUE
93947,3,7,2.004,TRUE
94044,3,7,15.252,TRUE
94088,3,7,1.452,TRUE
94131,3,7,0.5760000000000001,TRUE
94148,3,7,2.928,TRUE
94297,8,7,2.0759999999999996,TRUE
94355,3,7,0.78,TRUE
94372,3,7,0.636,TRUE
94428,3,7,2.184,TRUE
94450,3,7,0.744,TRUE
94635,3,7,1.787,TRUE
94658,3,7,1.104,TRUE
94740,3,7,2.4000000000000004,TRUE
94754,3,7,30.299999999999997,TRUE
94769,3,7,0.744,TRUE
94909,3,7,1.2120000000000002,TRUE
94957,3,7,0.8759999999999999,TRUE
94960,3,7,1.164,TRUE
94982,3,7,1.457,TRUE
94988,3,7,0.8759999999999999,TRUE
95245,3,7,10.392,TRUE
95540,3,7,43.692,TRUE
95564,3,7,4.692,TRUE
95592,3,7,14.052,TRUE
95629,3,7,2.7840000000000003,TRUE
95767,3,7,0.5640000000000001,TRUE
95791,2_1,7,1.224,TRUE
95870,3,7,8.448,TRUE
95912,3,7,4.08,TRUE
95962,3,7,1.92,TRUE
95963,3,7,0.792,TRUE
96037,3,7,18.504,TRUE
96111,3,7,2.3040000000000003,TRUE
96185,3,7,29.028,TRUE
96235,3,7,2.508,TRUE
96299,3,7,11.22,TRUE
96360,3,7,3.3000000000000003,TRUE
96411,3,7,0.936,TRUE
96498,3,7,15.384,TRUE
96515,3,7,0.636,TRUE
96559,3,7,17.46,TRUE
96625,3,7,1.068,TRUE
96759,3,7,1.524,TRUE
96841,2_1,7,2.268,TRUE
96989,3,7,0.8999999999999999,TRUE
97070,3,7,1.956,TRUE
97141,3,7,1.908,TRUE
97523,3,7,21.624,TRUE
97537,3,7,9.648,TRUE
97604,3,7,9.972,TRUE
97696,2_1,7,1.452,TRUE
97834,3,7,23.364,TRUE
97841,3,7,1.476,TRUE
97869,3,7,6.493,TRUE
97870,3,7,4.332,TRUE
97872,3,7,4.554,TRUE
97890,3,7,0.636,TRUE
97894,3,7,1.644,TRUE
98009,3,7,1.938,TRUE
98023,3,7,2.448,TRUE
98686,3,7,1.584,TRUE
98691,3,7,6.228,TRUE
98692,3,7,33.828,TRUE
98706,3,7,1.7039999999999995,TRUE
98742,3,7,0.636,TRUE
98800,3,7,1.98,TRUE
98807,3,7,1.632,TRUE
98835,3,7,73.30799999999999,TRUE
98855,3,7,8.088000000000001,TRUE
98857,3,7,0.984,TRUE
99076,3,7,0.636,TRUE
99264,3,7,0.636,TRUE
101754,3,7,1.26,TRUE
101790,3,7,0.8639999999999999,TRUE
104524,3,7,5.16,TRUE
116752,3,7,4.62,TRUE
116755,3,7,3.648,TRUE
117027,3,7,2.0999999999999996,TRUE
118167,3,7,0.636,TRUE
118247,3,7,5.16,TRUE
118298,3,7,5.76,TRUE
118588,3,7,48.93600000000001,TRUE
118614,3,7,0.624,TRUE
118640,3,7,0.672,TRUE
118768,3,7,2.868,TRUE
118813,3,7,1.428,TRUE
119136,3,7,11.424,TRUE
119144,3,7,2.184,TRUE
119171,3,7,6.192,TRUE
119197,3,7,43.068,TRUE
119198,3,7,4.716,TRUE
119349,3,7,0.516,TRUE
119447,3,7,24.756,TRUE
119832,3,7,1.86,TRUE
120235,3,7,10.32,TRUE
120288,8,7,11.964,TRUE
120290,8,7,5.832,TRUE
120308,3,7,2.088,TRUE
120385,3,7,10.188,TRUE
120541,3,7,5.196,TRUE
120554,3,7,0.516,TRUE
120557,3,7,0.831,TRUE
120881,3,7,2.562,TRUE
120882,3,7,2.448,TRUE
120900,3,7,11.868,TRUE
120905,3,7,2.748,TRUE
120919,3,7,9.024,TRUE
120921,3,7,9.192,TRUE
120950,3,7,0.996,TRUE
121076,3,7,0.624,TRUE
121092,3,7,5.448,TRUE
121117,3,7,2.052,TRUE
121195,3,7,194.304,TRUE
121207,3,7,458.4,TRUE
121210,3,7,25.668,TRUE
121290,3,7,3.024,TRUE
121464,3,7,6.384,TRUE
121499,3,7,9.024,TRUE
121537,3,7,10.176,TRUE
121543,3,7,1.26,TRUE
121795,3,7,1.884,TRUE
122047,3,7,15.3,TRUE
122114,3,7,0.516,TRUE
122115,3,7,0.516,TRUE
122138,3,7,3.024,TRUE
122163,3,7,1.344,TRUE
122216,3,7,3.3120000000000003,TRUE
122225,3,7,10.38,TRUE
122280,8,7,1.969,TRUE
122281,8,7,6.228,TRUE
122284,3,7,1.085,TRUE
122287,8,7,1.71,TRUE
122289,8,7,6.684000000000001,TRUE
122295,8,7,6.228,TRUE
122296,8,7,13.764,TRUE
122300,3,7,12.756,TRUE
122325,3,7,5.268,TRUE
122334,8,7,0.768,TRUE
122335,3,7,1.992,TRUE
122367,3,7,1.376,TRUE
122408,3,7,4.8839999999999995,TRUE
122560,3,7,2.22,TRUE
123195,3,7,6.504,TRUE
124396,3,7,4.788,TRUE
123570,3,7,0.804,TRUE
123621,3,7,3.108,TRUE
123660,3,7,9.744,TRUE
123684,3,7,4.0440000000000005,TRUE
123743,1_2,2_1,3.06,TRUE
123830,3,7,171.576,TRUE
123863,3,7,1.536,TRUE
123937,3,7,146.304,TRUE
123967,3,7,4.188,TRUE
123999,3,7,3.24,TRUE
124014,8,7,11.664,TRUE
124016,8,7,11.664,TRUE
124050,3,7,1.056,TRUE
124077,3,7,1.7159999999999995,TRUE
124232,3,7,1.464,TRUE
124352,3,7,3.984,TRUE
124359,3,7,4.008,TRUE
124402,3,7,3.192,TRUE
124410,3,7,2.832,TRUE
124491,2_1,7,1.887,TRUE
124498,8,7,1.7519999999999998,TRUE
124509,3,7,2.544,TRUE
124516,3,7,13.092,TRUE
124526,3,7,1.068,TRUE
124533,3,7,25.668,TRUE
124645,3,7,11.244,TRUE
124685,3,7,2.244,TRUE
124701,3,7,2.028,TRUE
124789,3,7,6.276,TRUE
124846,3,7,4.836,TRUE
124876,3,7,12.48,TRUE
124884,3,7,1.6800000000000002,TRUE
125064,3,7,1.92,TRUE
125576,3,7,3.024,TRUE
125488,3,7,3.096,TRUE
125523,3,7,1.7999999999999998,TRUE
125533,3,7,2.748,TRUE
125640,3,7,1.224,TRUE
125697,3,7,28.08,TRUE
125729,3,7,6.0600000000000005,TRUE
125849,3,7,3.048,TRUE
125865,3,7,12.996,TRUE
125947,3,7,3.948,TRUE
125961,3,7,1.308,TRUE
125967,3,7,9.504,TRUE
125973,3,7,8.868,TRUE
126102,3,7,123.42,TRUE
126149,3,7,13.248,TRUE
127715,3,7,4.128,TRUE
126358,3,7,2.664,TRUE
126380,3,7,1.452,TRUE
126388,3,7,5.16,TRUE
126396,3,7,2.868,TRUE
126555,3,7,0.6960000000000001,TRUE
126566,3,7,44.604,TRUE
126578,3,7,1.7879999999999998,TRUE
126629,3,7,0.8160000000000001,TRUE
127335,3,7,1.128,TRUE
127398,3,7,1.2000000000000002,TRUE
127610,3,7,3.444,TRUE
127646,3,7,3,TRUE
127755,3,7,0.972,TRUE
128155,3,7,1.7759999999999998,TRUE
128160,3,7,4.644,TRUE
128165,3,7,2.028,TRUE
128199,3,7,8.28,TRUE
128305,3,7,30.42,TRUE
128418,3,7,2.292,TRUE
128532,3,7,1.2000000000000002,TRUE
128566,3,7,1.584,TRUE
128785,3,7,1.7159999999999995,TRUE
128803,3,7,19.296,TRUE
128840,3,7,2.964,TRUE
128845,8,7,11.664,TRUE
137629,3,7,5.412,TRUE
144337,3,7,16.248,TRUE
142489,8,7,4.992,TRUE
142652,3,7,5.172,TRUE
142674,3,7,8.328,TRUE
142715,3,7,2.112,TRUE
142924,3,7,8.472,TRUE
142932,3,7,5.6160000000000005,TRUE
142935,3,7,5.004,TRUE
142936,3,7,2.1719999999999997,TRUE
142941,3,7,4.74,TRUE
142944,3,7,3.756,TRUE
142984,3,7,5.856,TRUE
142988,3,7,1.1880000000000002,TRUE
142997,3,7,1.956,TRUE
143019,3,7,2.904,TRUE
143071,3,7,0.924,TRUE
143149,3,7,4.9799999999999995,TRUE
143160,3,7,2.04,TRUE
143165,3,7,2.04,TRUE
143184,3,7,2.052,TRUE
143227,3,7,2.652,TRUE
143229,3,7,3.996,TRUE
143366,3,7,1.32,TRUE
143457,3,7,0.8999999999999999,TRUE
143586,3,7,52.5,TRUE
143844,3,7,13.26,TRUE
143973,3,7,3.984,TRUE
143984,3,7,2.7960000000000003,TRUE
144010,3,7,14.832,TRUE
144031,3,7,26.652,TRUE
144114,3,7,4.452,TRUE
144233,3,7,12.744,TRUE
144280,3,7,2.904,TRUE
144443,3,7,1.524,TRUE
144521,3,7,1.26,TRUE
144528,3,7,1.26,TRUE
144583,3,7,2.436,TRUE
144649,3,7,7.308,TRUE
144672,3,7,0.768,TRUE
144847,3,7,2.028,TRUE
144905,3,7,0.996,TRUE
145523,3,7,5.496,TRUE
145576,3,7,11.832,TRUE
145648,3,7,10.476,TRUE
145667,3,7,270.29999999999995,TRUE
145722,3,7,27.071999999999996,TRUE
145737,3,7,30.588,TRUE
145746,3,7,34.476,TRUE
145844,3,7,4.056,TRUE
146058,3,7,4.428,TRUE
146076,3,7,13.248,TRUE
146436,3,7,44.604,TRUE
146235,3,7,0.792,TRUE
146241,3,7,0.792,TRUE
146373,3,7,0.8999999999999999,TRUE
146639,3,7,5.448,TRUE
146963,3,7,1.836,TRUE
147223,3,7,5.292,TRUE
147224,3,7,5.292,TRUE
147590,3,7,0.78,TRUE
147700,3,7,1.14,TRUE
147891,3,7,20.016,TRUE
148162,8,7,1.44,TRUE
154329,3,7,1.428,TRUE
154751,3,7,4.968,TRUE
668090,3,7,35.544000000000004,TRUE
162388,3,7,1.1880000000000002,TRUE
162421,1_2,2_1,3.144,TRUE
162534,3,7,0.8759999999999999,TRUE
162868,3,7,0.684,TRUE
163120,3,7,1.32,TRUE
163137,3,7,0.672,TRUE
163290,3,7,0.768,TRUE
163382,3,7,1.2120000000000002,TRUE
163574,3,7,1.056,TRUE
163704,5_3,5_1,0.504,TRUE
163716,2_1,7,636.36,TRUE
163737,3,7,19.752,TRUE
164128,3,7,23.76,TRUE
164166,3,7,0.999,TRUE
164224,3,7,2.4000000000000004,TRUE
164226,3,7,1.26,TRUE
164368,8,7,1.2000000000000002,TRUE
164370,3,7,249.61199999999997,TRUE
164415,3,7,6.9719999999999995,TRUE
164605,3,7,0.636,TRUE
164632,3,7,0.948,TRUE
164644,3,7,1.2120000000000002,TRUE
164719,3,7,9.264,TRUE
164734,3,7,7.512,TRUE
164748,3,7,7.800000000000001,TRUE
164756,3,7,7.800000000000001,TRUE
164875,3,7,3.156,TRUE
164879,3,7,2.34,TRUE
164978,3,7,27.288,TRUE
164996,3,7,26.736000000000004,TRUE
165044,3,7,3.936,TRUE
165057,3,7,3.3720000000000003,TRUE
165058,3,7,3.996,TRUE
165065,3,7,0.672,TRUE
165110,3,7,1.26,TRUE
165144,3,7,9.18,TRUE
165161,3,7,0.768,TRUE
165247,3,7,44.376,TRUE
165273,3,7,3.66,TRUE
165288,3,7,9.132,TRUE
165293,3,7,9.036,TRUE
165306,3,7,5.364,TRUE
165363,3,7,3.048,TRUE
165384,3,7,6.36,TRUE
165419,3,7,1.1760000000000002,TRUE
165432,3,7,93.18,TRUE
165458,3,7,0.5880000000000001,TRUE
165487,3,7,23.556,TRUE
165489,3,7,9.792,TRUE
165588,3,7,0.78,TRUE
165974,3,7,3.564,TRUE
166150,3,7,1.128,TRUE
166195,3,7,0.657,TRUE
166550,3,7,0.552,TRUE
166353,3,7,0.762,TRUE
166433,3,7,1.056,TRUE
166790,3,7,0.612,TRUE
166541,3,7,1.284,TRUE
166583,2_1,7,1.5,TRUE
166584,3,7,0.684,TRUE
167367,3,7,0.6000000000000001,TRUE
166807,2_1,7,0.636,TRUE
166891,3,7,0.54,TRUE
167012,3,7,1.67,TRUE
167019,3,7,1.7279999999999998,TRUE
167069,3,7,0.924,TRUE
167074,3,7,1.152,TRUE
167114,3,7,0.96,TRUE
167261,3,7,1.2120000000000002,TRUE
167275,3,7,1.637,TRUE
167325,3,7,1.196,TRUE
167544,3,7,0.72,TRUE
167666,3,7,0.831,TRUE
167741,3,7,5.244,TRUE
167752,3,7,0.984,TRUE
168038,3,7,5.784,TRUE
168083,3,7,2.436,TRUE
168108,3,7,0.597,TRUE
168119,3,7,3.3600000000000003,TRUE
168170,2_1,7,1.056,TRUE
168249,3,7,13.692,TRUE
168339,3,7,0.5880000000000001,TRUE
168376,3,7,1.572,TRUE
168379,3,7,1.572,TRUE
168394,3,7,3.3720000000000003,TRUE
168548,3,7,26.352000000000004,TRUE
168754,3,7,1.428,TRUE
169336,3,7,0.8879999999999999,TRUE
169355,3,7,21.12,TRUE
169402,3,7,0.8160000000000001,TRUE
169466,3,7,3.672,TRUE
169513,3,7,0.8280000000000001,TRUE
169530,3,7,6.66,TRUE
169534,3,7,1.6800000000000002,TRUE
169536,3,7,4.416,TRUE
169572,3,7,3.804,TRUE
169574,3,7,1.632,TRUE
169576,3,7,2.1479999999999997,TRUE
169583,3,7,0.924,TRUE
169592,3,7,21.491999999999997,TRUE
169610,3,7,3.2880000000000003,TRUE
169622,2_1,7,498.624,TRUE
169667,3,7,2.3760000000000003,TRUE
169674,8,7,1.068,TRUE
169734,3,7,0.784,TRUE
169749,3,7,0.8400000000000001,TRUE
169770,3,7,1.224,TRUE
169771,3,7,8.724,TRUE
169843,3,7,22.14,TRUE
169866,3,7,33.336,TRUE
169885,3,7,1.512,TRUE
169909,3,7,6.216,TRUE
169917,3,7,1.008,TRUE
169931,3,7,1.488,TRUE
687803,3,7,15.552,TRUE
179341,3,7,6.851999999999999,TRUE
690509,3,7,6.036,TRUE
184384,3,7,0.636,TRUE
232234,2_1,7,0.5760000000000001,TRUE
183533,3,7,5.016,TRUE
183661,3,7,20.868,TRUE
183991,3,7,3.3480000000000003,TRUE
184056,3,7,2.76,TRUE
184094,3,7,150.144,TRUE
184120,3,7,102.648,TRUE
184166,3,7,2.0759999999999996,TRUE
184185,3,7,0.8280000000000001,TRUE
184250,3,7,9.636,TRUE
184313,3,7,3.264,TRUE
184334,3,7,327.192,TRUE
184368,3,7,0.636,TRUE
184407,3,7,2.028,TRUE
184447,3,7,3.936,TRUE
184524,3,7,22.56,TRUE
184713,3,7,8.712,TRUE
184794,3,7,0.6960000000000001,TRUE
184994,3,7,1.968,TRUE
185038,3,7,9.048,TRUE
185059,3,7,0.8879999999999999,TRUE
185093,3,7,16.740000000000002,TRUE
165382,3,7,6.684000000000001,TRUE
185250,3,7,0.5640000000000001,TRUE
185315,3,7,2.592,TRUE
185479,3,7,0.889,TRUE
185636,3,7,1.164,TRUE
185681,3,7,1.572,TRUE
185792,3,7,1.152,TRUE
185952,3,7,3.852,TRUE
186032,3,7,1.068,TRUE
186092,3,7,8.952,TRUE
186093,3,7,8.952,TRUE
186096,3,7,0.636,TRUE
186102,3,7,3.468,TRUE
186109,3,7,58.284000000000006,TRUE
186110,3,7,17.736,TRUE
186135,3,7,0.5880000000000001,TRUE
186210,3,7,0.636,TRUE
186247,3,7,1.848,TRUE
186259,3,7,0.8879999999999999,TRUE
186321,3,7,6.720000000000001,TRUE
186340,3,7,2.64,TRUE
68502,2_1,7,1513.884,TRUE
703680,3,7,2.82,TRUE
233007,2_1,7,0.672,TRUE
233013,2_1,7,0.672,TRUE
40199,3,7,0.8400000000000001,TRUE
197796,3,7,9.84,TRUE
262489,3,7,2.676,TRUE
40365,3,7,9.96,TRUE
20573,3,7,1.008,TRUE
219438,3,7,0.636,TRUE
19977,3,7,1.608,TRUE
229591,3,7,4.0680000000000005,TRUE
227321,3,7,3.84,TRUE
227422,1_2,2_1,0.504,TRUE
227428,3,7,2.88,TRUE
227721,3,7,1.416,TRUE
228197,3,7,16.692,TRUE
228924,3,7,0.8639999999999999,TRUE
228969,3,7,0.6960000000000001,TRUE
229123,3,7,1.812,TRUE
40992,3,7,9.96,TRUE
515026,3,7,2.052,TRUE
230319,3,7,1.632,TRUE
230571,3,7,0.636,TRUE
230882,5_3,5_1,0.509,TRUE
230887,5_3,5_1,0.509,TRUE
515564,3,7,1.008,TRUE
231418,3,7,13.14,TRUE
516310,3,7,2.1959999999999997,TRUE
439403,3,7,3.852,TRUE
516677,3,7,2.3520000000000003,TRUE
516735,3,7,2.184,TRUE
516828,3,7,0.8280000000000001,TRUE
441385,3,7,2.664,TRUE
442111,5_2,5_1,0.552,TRUE
517528,3,7,19.799999999999997,TRUE
518160,3,7,4.0680000000000005,TRUE
20156,3,7,1.128,TRUE
20191,3,7,3.18,TRUE
519934,8,7,1.164,TRUE
20194,3,7,2.568,TRUE
20195,3,7,3.108,TRUE
452771,3,7,1.2000000000000002,TRUE
521144,3,7,1.08,TRUE
454488,3,7,4.728,TRUE
454982,3,7,3.108,TRUE
455225,2_1,7,25.368,TRUE
522437,3,7,1.056,TRUE
458648,3,7,3.588,TRUE
459574,3,7,7.632,TRUE
525346,3,7,4.343999999999999,TRUE
464909,3,7,1.565,TRUE
689644,3,7,1.032,TRUE
470026,3,7,97.572,TRUE
470991,3,7,2.592,TRUE
50844,3,7,3.5759999999999996,TRUE
51665,2_1,7,0.76,TRUE
52190,3,7,0.6000000000000001,TRUE
39939,8,7,0.744,TRUE
480604,3,7,13.788,TRUE
666534,3,7,1.344,TRUE
666836,1_2,2_1,0.756,TRUE
667273,3,7,3.828,TRUE
667304,3,7,1.416,TRUE
667354,3,7,0.672,TRUE
667630,5_3,5_1,0.552,TRUE
605299,3,7,5.316,TRUE
669289,3,7,1.7399999999999998,TRUE
670056,3,7,8.676,TRUE
530784,3,7,0.984,TRUE
531109,5_3,5_1,0.96,TRUE
671338,5_3,5_1,0.6000000000000001,TRUE
671441,1_2,2_1,0.624,TRUE
671745,5_3,5_1,0.66,TRUE
59006,3,7,5.532,TRUE
671914,8,7,6.564,TRUE
671959,3,7,19.932,TRUE
672658,3,7,0.804,TRUE
672685,3,7,1.02,TRUE
672765,3,7,11.928,TRUE
672768,3,7,0.6960000000000001,TRUE
673028,1_2,2_1,1.1760000000000002,TRUE
673137,3,7,0.735,TRUE
673321,3,7,4.199999999999999,TRUE
673397,3,7,1.032,TRUE
673763,2_1,7,59.628,TRUE
673843,1_2,2_1,0.661,TRUE
674153,3,7,1.392,TRUE
674137,1_2,2_1,1.596,TRUE
674213,2_1,7,133.02,TRUE
674325,3,7,3.3360000000000003,TRUE
674330,3,7,15.948,TRUE
674543,3,7,2.688,TRUE
674664,3,7,1.32,TRUE
674748,3,7,0.727,TRUE
674749,5_3,5_1,0.5640000000000001,TRUE
674889,3,7,2.256,TRUE
674984,1_2,2_1,0.768,TRUE
675041,3,7,0.804,TRUE
684456,3,7,0.744,TRUE
684530,3,7,1.332,TRUE
679999,3,7,4.442,TRUE
63684,3,7,0.636,TRUE
684817,5_3,4,0.636,TRUE
684840,5_3,5_1,0.624,TRUE
684953,3,7,407.8440000000001,TRUE
685177,1_2,4,1.2000000000000002,TRUE
685226,3,7,7.128,TRUE
685516,3,7,48.56399999999999,TRUE
685712,3,7,0.8639999999999999,TRUE
685701,3,7,1.116,TRUE
685713,5_3,5_1,0.54,TRUE
685877,3,7,6.66,TRUE
685943,3,7,2.556,TRUE
686390,3,7,0.636,TRUE
686425,3,7,1.416,TRUE
686464,3,7,3.252,TRUE
686467,3,7,3.828,TRUE
686786,1_2,2_1,1.224,TRUE
686983,3,7,0.8280000000000001,TRUE
687060,5_3,5_1,0.516,TRUE
687210,3,7,1.392,TRUE
689039,3,7,6.12,TRUE
687736,3,7,1.7279999999999998,TRUE
687774,5_3,4,0.528,TRUE
688293,3,7,4.104,TRUE
688384,3,7,0.5880000000000001,TRUE
688585,3,7,1.296,TRUE
688596,3,7,1.5,TRUE
688713,3,7,0.78,TRUE
689093,5_3,5_1,0.528,TRUE
689159,5_3,5_1,0.6000000000000001,TRUE
668171,3,7,7.512,TRUE
542372,5_3,5_1,0.5760000000000001,TRUE
548077,5_3,4,0.8639999999999999,TRUE
679076,3,7,1.02,TRUE
679719,5_3,5_1,0.636,TRUE
680291,1_2,4,1.224,TRUE
549234,3,7,0.575,TRUE
541104,5_2,5_1,0.612,TRUE
689807,3,7,2.76,TRUE
519427,3,7,1.608,TRUE
549248,3,7,0.673,TRUE
549250,3,7,0.806,TRUE
683041,5_3,4,0.5640000000000001,TRUE
548255,1_2,2_1,0.665,TRUE
548838,3,7,5.904,TRUE
262872,3,7,1.44,TRUE
549280,3,7,2.3520000000000003,TRUE
542551,2_1,7,0.871,TRUE
549298,3,7,2.94,TRUE
122219,3,7,2.712,TRUE
548390,3,7,3.144,TRUE
548391,8,7,0.758,TRUE
548403,5_3,5_1,0.509,TRUE
548421,5_3,5_1,1.068,TRUE
561173,3,7,10.512,TRUE
19077,3,7,15.792000000000002,TRUE
258682,3,7,1.306,TRUE
27329,3,7,0.504,TRUE
260476,3,7,1.476,TRUE
548522,3,7,10.992,TRUE
548532,2_1,7,1.48,TRUE
250869,3,7,7.608,TRUE
548585,5_3,5_1,1.02,TRUE
548602,5_3,5_1,0.704,TRUE
548628,5_3,5_1,0.8280000000000001,TRUE
168377,3,7,4.176,TRUE
119176,5_2,4,0.66,TRUE
65096,3,7,1.92,TRUE
10202,3,7,0.636,TRUE
548645,5_3,5_1,0.924,TRUE
555089,3,7,3.636,TRUE
557074,3,7,0.5640000000000001,TRUE
399273,3,7,1.224,TRUE
558171,8,7,1.284,TRUE
558663,3,7,11.256,TRUE
701006,3,7,11.94,TRUE
621096,3,7,0.5880000000000001,TRUE
559746,1_2,2_1,0.672,TRUE
559833,3,7,18.876,TRUE
560107,3,7,18.792,TRUE
560669,8,7,4.716,TRUE
560739,3,7,2.106,TRUE
560761,3,7,9.816,TRUE
560829,8,7,1.344,TRUE
560943,3,7,2.928,TRUE
561081,3,7,2.772,TRUE
561297,5_2,4,0.684,TRUE
399496,3,7,0.8519999999999999,TRUE
561427,3,7,1.236,TRUE
561461,1_2,4,0.6960000000000001,TRUE
561464,1_2,4,0.66,TRUE
561467,1_2,4,0.624,TRUE
650712,3,7,2.7,TRUE
561684,3,7,0.936,TRUE
561903,5_3,5_1,0.504,TRUE
561911,5_3,5_1,0.504,TRUE
562022,3,7,3.648,TRUE
562054,3,7,73.944,TRUE
562058,3,7,1.248,TRUE
562073,3,7,2.652,TRUE
585021,3,7,1.7999999999999998,TRUE
562189,3,7,2.3040000000000003,TRUE
562205,3,7,0.672,TRUE
562229,3,7,3.5999999999999996,TRUE
562374,3,7,0.975,TRUE
562561,3,7,2.1719999999999997,TRUE
619333,3,7,1.7999999999999998,TRUE
562707,3,7,3.42,TRUE
562738,3,7,0.612,TRUE
562744,3,7,0.8519999999999999,TRUE
562794,3,7,1.1880000000000002,TRUE
562800,3,7,1.86,TRUE
562870,3,7,0.614,TRUE
562935,3,7,9.588,TRUE
562946,3,7,0.672,TRUE
562997,3,7,0.924,TRUE
518087,3,7,5.82,TRUE
564666,3,7,4.572,TRUE
573379,3,7,29.784,TRUE
574241,3,7,14.604,TRUE
574606,3,7,2.052,TRUE
574661,3,7,9.024,TRUE
574774,3,7,0.954,TRUE
574837,3,7,7.284,TRUE
574871,3,7,1.104,TRUE
574927,1_2,4,0.756,TRUE
575086,3,7,1.824,TRUE
575399,3,7,6.171,TRUE
575607,3,7,3.084,TRUE
575726,1_2,2_1,0.72,TRUE
575831,3,7,10.836,TRUE
575985,3,7,33.528,TRUE
620425,3,7,3.948,TRUE
576126,3,7,3.972,TRUE
576236,3,7,1.32,TRUE
576184,3,7,1.838,TRUE
576213,3,7,0.702,TRUE
576226,3,7,7.572,TRUE
576234,3,7,0.771,TRUE
576340,3,7,0.948,TRUE
400055,3,7,0.8879999999999999,TRUE
576421,3,7,1.152,TRUE
576516,3,7,5.8919999999999995,TRUE
576520,3,7,1.86,TRUE
576530,3,7,2.088,TRUE
576531,3,7,2.004,TRUE
576532,3,7,1.908,TRUE
576582,3,7,1.2120000000000002,TRUE
576884,3,7,0.636,TRUE
576925,3,7,0.636,TRUE
576933,3,7,0.96,TRUE
568550,3,7,2.623,TRUE
577051,3,7,1.447,TRUE
577103,3,7,2.7840000000000003,TRUE
577117,3,7,1.62,TRUE
577136,3,7,0.672,TRUE
577227,3,7,27.756,TRUE
577251,3,7,1.593,TRUE
577271,3,7,13.74,TRUE
577273,8,7,10.548,TRUE
577282,3,7,1.404,TRUE
568768,1_2,2_1,1.548,TRUE
577313,3,7,1.056,TRUE
577349,3,7,1.092,TRUE
577409,3,7,10.584,TRUE
577421,3,7,12.3,TRUE
577423,3,7,8.879999999999999,TRUE
